FoodCode	ModCode	Main.food.description
26118020	0	Halibut, baked or broiled, with oil
26118021	0	Halibut, baked or broiled, with butter
26118022	0	Halibut, baked or broiled, with margarine
26118023	0	Halibut, baked or broiled, without fat
26118024	0	Halibut, baked or broiled, with nonstick spray
26118030	0	Halibut, floured or breaded, baked or broiled, with oil
26118031	0	Halibut, floured or breaded, baked or broiled, with butter
26118032	0	Halibut, floured or breaded, baked or broiled, with margarine
26118033	0	Halibut, floured or breaded, baked or broiled, without fat
26118034	0	Halibut, floured or breaded, baked or broiled, with nonstick spray
26118040	0	Halibut, floured or breaded, fried in oil
26118041	0	Halibut, floured or breaded, fried in butter
26118042	0	Halibut, floured or breaded, fried in margarine
26118044	0	Halibut, floured or breaded, fried with cooking spray
26118050	0	Halibut, steamed or poached
26118060	0	Halibut, smoked
26119100	0	Herring, raw
26119120	0	Herring, baked or broiled with margarine
26119120	201099	Herring, baked or broiled with oil 
26119120	202972	Herring, baked or broiled without fat
26119130	0	Herring, floured or breaded, baked or broiled, with oil
26119131	0	Herring, floured or breaded, baked or broiled, without fat
26119140	205525	Herring, floured or breaded, fried in oil
26119160	0	Herring, pickled, in cream sauce
26119170	0	Herring, dried, salted
26119180	0	Herring, pickled
26119190	0	Herring, smoked, kippered
26121100	0	Mackerel, raw
26121109	0	Fish, mackerel, raw, Atlantic, fillet
26121120	0	Mackerel, baked or broiled, with oil
26121120	206794	Mackerel, baked or broiled, without fat
26121131	0	Mackerel, floured or breaded, baked or broiled, with oil
26121132	0	Mackerel, floured or breaded, baked or broiled, without fat
26121140	204690	Mackerel, floured or breaded, fried in oil
26121180	0	Mackerel, canned
26121190	0	Mackerel, smoked
26123120	0	Mullet, baked or broiled with margarine
26123121	0	Mullet, baked or broiled, without fat
26123130	0	Mullet, floured or breaded, baked or broiled, with oil
26123131	0	Mullet, floured or breaded, baked or broiled, without fat
26123140	100501	Mullet, floured or breaded, fried in oil
26123160	0	Mullet, steamed or poached
26125120	0	Ocean perch, (rockfish, orange roughy), baked or broiled with margarine
26125120	101284	Ocean perch, (rockfish, orange roughy), baked or broiled with oil
26125120	202334	Ocean perch, (rockfish, orange roughy), baked or broiled without fat
26125130	0	Ocean perch, (rockfish, orange roughy), floured or breaded, baked with margarine
26125131	0	Ocean perch, (rockfish, orange roughy), floured or breaded, baked or broiled, without fat
26125140	0	Ocean perch, (rockfish, orange roughy), floured or breaded, fried in shortening
26125140	100975	Ocean perch, (rockfish, orange roughy), floured or breaded, fried in oil
26125160	0	Ocean perch, (rockfish, orange roughy), steamed or poached
26127120	0	Perch, baked or broiled with margarine
26127120	200860	Perch, baked or broiled with oil 
26127120	203332	Perch, baked or broiled without fat
26127120	203610	Perch, baked or broiled with butter
26127124	0	Perch, baked or broiled, with nonstick spray
26127130	0	Perch, floured or breaded, baked with margarine
26127130	100568	Perch, floured or breaded, baked with oil
26127130	203003	Perch, floured or breaded, baked without fat
26127131	0	Perch, floured or breaded, baked or broiled, with butter
26127134	0	Perch, floured or breaded, baked or broiled, with nonstick spray
26127140	100350	Perch, floured or breaded, fried in oil 
26127141	0	Perch, floured or breaded, fried in butter
26127142	0	Perch, floured or breaded, fried in margarine
26127144	0	Perch, floured or breaded, fried with nonstick spray
26127150	204693	Perch, battered, fried in oil 
26127160	0	Perch, steamed or poached
26129120	0	Pike, baked or broiled with margarine
26129120	201172	Pike, baked or broiled with oil
26129121	0	Pike, baked or broiled, without fat
26129130	0	Pike, floured or breaded, baked or broiled, with oil
26129131	0	Pike, floured or breaded, baked or broiled, without fat
26129150	0	Pike, battered, fried in oil 
26129160	0	Pike, steamed or poached
26131100	0	Pompano, raw
26131120	0	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with margarine
26131120	202069	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with butter
26131120	203073	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled with oil 
26131120	205284	Pompano, (bluefish, mahi mahi, yellowtail), baked or broiled without fat
26131130	0	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, baked or broiled, with oil
26131131	0	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, baked or broiled, without fat
26131140	204139	Pompano, (bluefish, mahi mahi, yellowtail), floured or breaded, fried in oil
26131160	0	Pompano, (bluefish, mahi mahi, yellowtail), steamed or poached
26131190	0	Pompano, (bluefish, mahi mahi, yellowtail), smoked
26133120	0	Porgy, (snapper), baked or broiled with margarine
26133120	100976	Porgy, (snapper), baked or broiled with oil 
26133120	202974	Porgy, (snapper), baked or broiled without fat
26133130	0	Porgy, (snapper), floured or breaded, baked or broiled, with margarine
26133131	0	Porgy, (snapper), floured or breaded, baked or broiled, without fat
26133140	100567	Porgy, (snapper), floured or breaded, fried in oil 
26133150	0	Porgy, (snapper), battered, fried in oil 
26133160	0	Porgy, (snapper), steamed or poached
26135120	0	Ray, baked or broiled with margarine
26135160	0	Ray, steamed or poached
26137100	0	Salmon, raw (sashimi)
26137108	0	Fish, salmon, raw, Pacific, wild
26137109	0	Fish, salmon, raw, Atlantic, farmed
26137120	0	Salmon, baked or broiled, with margarine
26137120	200202	Salmon, baked or broiled, with oil 
26137120	200265	Salmon, baked or broiled, with butter
26137120	201437	Salmon, baked or broiled, without fat
26137124	0	Salmon, baked or broiled, with nonstick spray
26137130	0	Salmon, floured or breaded, baked or broiled, with oil
26137131	0	Salmon, floured or breaded, baked or broiled, with butter
26137132	0	Salmon, floured or breaded, baked or broiled, with margarine
26137133	0	Salmon, floured or breaded, baked or broiled, without fat
26137134	0	Salmon, floured or breaded, baked or broiled, with nonstick spray
26137140	0	Salmon, floured or breaded, fried in shortening
26137140	100833	Salmon, floured or breaded, fried in oil 
26137141	0	Salmon, floured or breaded, fried in butter
26137142	0	Salmon, floured or breaded, fried in margarine
26137144	0	Salmon, floured or breaded, fried with nonstick spray
26137160	0	Salmon, steamed or poached
26137170	0	Salmon, dried
26137180	0	Salmon, canned
26137190	0	Salmon, smoked
26139110	0	Sardines, cooked
26139170	0	Sardines, dried
26139180	0	Sardines, canned in oil
26139190	0	Sardines, skinless, boneless, packed in water
26141120	0	Sea bass, baked or broiled with margarine
26141120	200874	Sea bass, baked or broiled with butter
26141120	201674	Sea bass, baked or broiled with oil 
26141120	203326	Sea bass, baked or broiled without fat
26141130	0	Sea bass, floured or breaded, baked or broiled, with oil
26141131	0	Sea bass, floured or breaded, baked or broiled, without fat
26141160	0	Sea bass, steamed or poached
26141180	0	Sea bass, pickled
26143120	0	Shark, baked or broiled with margarine
26143120	207032	Shark, baked or broiled with oil
26143130	0	Shark, floured or breaded, baked or broiled, with oil
26143131	0	Shark, floured or breaded, baked or broiled, without fat
26143160	0	Shark, steamed or poached
26147120	0	Sturgeon, baked or broiled, with oil
26147130	0	Sturgeon, steamed
26147190	0	Sturgeon, smoked
26149120	0	Swordfish, baked or broiled, with margarine
26149120	201748	Swordfish, baked or broiled, with butter
26149120	203287	Swordfish, baked or broiled, with oil 
26149120	205305	Swordfish, baked or broiled, without fat
26149129	0	Fish, swordfish, raw, steak
26149130	0	Swordfish, floured or breaded, baked or broiled, with oil
26149131	0	Swordfish, floured or breaded, baked or broiled, without fat
26149160	0	Swordfish, steamed or poached
26151120	0	Trout, baked or broiled, with margarine
26151120	100792	Trout, baked or broiled, with butter
26151120	202836	Trout, baked or broiled, without fat
26151120	205645	Trout, baked or broiled, with oil 
26151124	0	Trout, baked or broiled, with nonstick spray
26151130	0	Trout, floured or breaded, baked or broiled, with oil
26151131	0	Trout, floured or breaded, baked or broiled, with butter
26151132	0	Trout, floured or breaded, baked or broiled, with margarine
26151133	0	Trout, floured or breaded, baked or broiled, without fat
26151134	0	Trout, floured or breaded, baked or broiled, with nonstick spray
26151140	0	Trout, floured or breaded, fried in shortening
26151140	101083	Trout, floured or breaded, fried in oil
26151141	0	Trout, floured or breaded, fried in butter
26151142	0	Trout, floured or breaded, fried in margarine
26151144	0	Trout, floured or breaded, fried with cooking spray
26151150	202740	Trout, battered, fried in oil
26151160	0	Trout, steamed or poached
26151190	0	Trout, smoked
26153100	0	Tuna, fresh, raw
26153120	0	Tuna, fresh, baked or broiled with margarine
26153120	202429	Tuna, fresh, baked or broiled without fat
26153120	203213	Tuna, fresh, baked or broiled with oil 
26153120	206971	Tuna, fresh, baked or broiled with butter
26153131	0	Tuna, fresh, floured or breaded, baked or broiled, without fat
26153140	0	Tuna, fresh, floured or breaded, fried in shortening
26153140	206404	Tuna, fresh, floured or breaded, fried in oil
26153160	0	Tuna, fresh, steamed or poached
26153170	0	Tuna, fresh, dried
26153190	0	Tuna, fresh, smoked
26155180	0	Tuna, canned, oil packed
26155190	0	Tuna, canned, water packed
26157120	0	Whiting, baked or broiled, with margarine
26157120	201895	Whiting, baked or broiled, without fat
26157120	202454	Whiting, baked or broiled, with butter
26157120	203222	Whiting, baked or broiled, with oil
26157124	0	Whiting, baked or broiled, with nonstick spray
26157130	0	Whiting, floured or breaded, baked with margarine
26157130	206298	Whiting, floured or breaded, baked with oil 
26157130	206340	Whiting, floured or breaded, baked without fat
26157131	0	Whiting, floured or breaded, baked or broiled, with butter
26157134	0	Whiting, floured or breaded, baked or broiled, with nonstick spray
26157140	0	Whiting, floured or breaded, fried in shortening
26157140	100494	Whiting, floured or breaded, fried in oil
26157144	0	Whiting, floured or breaded, fried with nonstick spray
26157150	101295	Whiting, battered, fried in oil
26157160	0	Whiting, steamed or poached
26158010	0	Tilapia, baked or broiled, with margarine
26158010	206952	Tilapia, baked or broiled, without fat
26158010	206959	Tilapia, baked or broiled, with oil
26158010	206986	Tilapia, baked or broiled, with butter
26158014	0	Tilapia, baked or broiled, with nonstick spray
26158019	0	Fish, tilapia, raw, fillet
26158020	207002	Tilapia, floured or breaded, baked or broiled, with oil
26158020	207013	Tilapia, floured or breaded, baked or broiled, without fat
26158021	0	Tilapia, floured or breaded, baked or broiled, with butter
26158022	0	Tilapia, floured or breaded, baked or broiled, with margarine
26158024	0	Tilapia, floured or breaded, baked or broiled, with nonstick spray
26158030	0	Tilapia, floured or breaded, fried in shortening
26158030	101355	Tilapia, floured or breaded, fried in oil
26158031	0	Tilapia, floured or breaded, fried in butter
26158034	0	Tilapia, floured or breaded, fried with nonstick cooking spray
26158050	0	Tilapia, steamed or poached
26203160	0	Frog legs, steamed
26205160	0	Octopus, steamed
26205170	0	Octopus, dried
26205180	0	Octopus, dried, boiled
26205190	0	Octopus, smoked
26207110	0	Roe, shad, cooked with margarine
26209100	0	Roe, herring
26211100	0	Roe, sturgeon
26213100	0	Squid, (calimari), raw
26213120	0	Squid, (calimari), baked or broiled, with margarine
26213120	202157	Squid, (calimari), baked or broiled, with oil
26213121	0	Squid, (calimari), baked or broiled, without fat
26213130	0	Squid, (calimari), breaded, baked or broiled, with oil
26213131	0	Squid, (calimari), breaded, baked or broiled, without fat
26213140	0	Squid, (calimari), breaded, fried in shortening
26213140	205480	Squid, (calimari), breaded, fried in oil
26213160	0	Squid, (calimari), steamed or boiled
26213180	0	Squid, (calimari), pickled
26301160	0	Abalone, steamed or poached
26303100	0	Clams, raw
26303109	0	Clams, raw, to be cooked
26303120	0	Clams, baked or broiled with margarine
26303121	0	Clams, baked or broiled, without fat
26303130	0	Clams, floured or breaded, baked or broiled, with oil
26303131	0	Clams, floured or breaded, baked or broiled, without fat
26303140	0	Clams, floured or breaded, fried in shortening
26303140	100977	Clams, floured or breaded, fried in oil
26303150	0	Clams, battered, fried in shortening
26303160	0	Clams, steamed or boiled
26303180	0	Clams, canned
26303190	0	Clams, smoked, in oil
26305120	0	Crab, baked or broiled, with margarine
26305121	0	Crab, baked or broiled, without fat
26305128	0	Crab, raw, blue
26305129	0	Crab, raw, Alaska king
26305131	0	Crab, floured or breaded, baked or broiled, without fat
26305160	0	Crab, hard shell, steamed
26305180	0	Crab, canned
26307140	0	Crab, soft shell, floured or breaded, fried in shortening
26309140	0	Crayfish, floured or breaded, fried in shortening
26309160	0	Crayfish, boiled or steamed
26311120	0	Lobster, baked, broiled, or grilled, with butter
26311120	205553	Lobster, baked, broiled, or grilled, without fat
26311120	206139	Lobster, baked, broiled, or grilled, with margarine
26311129	0	Lobster, raw
26311140	0	Lobster, floured or breaded, fried
26311160	0	Lobster, steamed or boiled
26311170	0	Lobster, floured or breaded, baked or broiled, with oil
26311171	0	Lobster, floured or breaded, baked or broiled, without fat
26311180	0	Lobster, canned
26313100	0	Mussels, raw
26313160	0	Mussels, steamed or poached
26315100	0	Oysters, raw
26315109	0	Oysters, raw, to be cooked
26315120	0	Oysters, baked or broiled, with margarine
26315120	206555	Oysters, baked or broiled, with butter
26315120	206569	Oysters, baked or broiled, without fat
26315120	206849	Oysters, baked or broiled, with vegetable oil
26315130	0	Oysters, steamed
26315140	0	Oysters, floured or breaded, fried in shortening
26315140	205934	Oysters, floured or breaded, fried in oil 
26315150	0	Oysters, battered, fried in shortening
26315150	206103	Oysters, battered, fried in oil 
26315161	0	Oysters, floured or breaded, baked or broiled, without fat
26315180	0	Oysters, canned
26315190	0	Oysters, smoked
26317120	0	Scallops, baked, broiled, or grilled, with margarine
26317120	200497	Scallops, baked, broiled, or grilled, with oil
26317120	200876	Scallops, baked, broiled, or grilled, with butter
26317120	202359	Scallops, baked, broiled, or grilled, without fat
26317129	0	Scallops, raw
26317140	0	Scallops, floured or breaded, fried in shortening
26317140	205632	Scallops, floured or breaded, fried in oil 
26317150	0	Scallops, battered, fried in shortening
26317150	205626	Scallops, battered, fried in oil
26317160	0	Scallops, floured or breaded, baked or broiled, with oil
26317161	0	Scallops, floured or breaded, baked or broiled, without fat
26319120	0	Shrimp, baked, broiled, or grilled, with margarine
26319120	200498	Shrimp, baked, broiled, or grilled, with vegetable oil 
26319120	200875	Shrimp, baked, broiled, or grilled, with butter
26319120	202863	Shrimp, baked, broiled, or grilled, without fat
26319124	0	Shrimp, baked or broiled, with nonstick spray
26319129	0	Shrimp, raw
26319130	0	Shrimp, steamed or boiled
26319140	0	Shrimp, tempura
26319140	0	Shrimp, floured, breaded, or battered, fried in shortening
26319140	201330	Shrimp, floured, breaded, or battered, fried in oil
26319140	205530	Shrimp, floured, breaded, or battered, fried in margarine
26319140	206736	Shrimp, floured, breaded, or battered, fried in butter
26319144	0	Shrimp, floured, breaded, or battered, fried with cooking spray
26319145	0	Shrimp, floured, breaded, or battered, fried, fast food/restaurant
26319160	0	Shrimp, floured, breaded, or battered, baked or broiled, with oil
26319161	0	Shrimp, floured, breaded, or battered, baked or broiled, with butter
26319162	0	Shrimp, floured, breaded, or battered, baked or broiled, with margarine
26319163	0	Shrimp, floured, breaded, or battered, baked or broiled, without fat
26319164	0	Shrimp, floured, breaded, or battered, baked or broiled, with nonstick spray
26319170	0	Shrimp, dried
26319180	0	Shrimp, canned
26321110	0	Snails, cooked with butter
26321110	206534	Snails, cooked with vegetable oil
27111000	0	Beef with tomato sauce
27111050	0	Spaghetti sauce with ground beef, homemade-style
27111100	0	Beef goulash
27111200	0	Beef burgundy (beef bourguignon)
27111300	0	Mexican style beef stew with tomato sauce, no potatoes
27111310	0	Mexican style beef stew with tomato sauce and chili peppers, no potatoes
27111410	0	Chili con carne with beans
27111410	0	Chili, with beef and beans
27111420	0	Chili, with beef
27111420	0	Chili con carne without beans
27111440	0	Chili con carne with beans and cheese
27111440	0	Chili, with beef, beans and cheese
27111500	0	Beef sloppy joe (no bun)
27112000	0	Beef with gravy
27112010	0	Salisbury steak with gravy
27113000	0	Beef with cream or white sauce
27113100	0	Beef stroganoff
27113200	0	Creamed chipped beef
27113300	0	Swedish meatballs with cream sauce
27115000	0	Beef with soy-based sauce
27115100	0	Steak teriyaki
27116100	0	Beef curry
27116200	0	Beef with barbecue sauce
27116350	0	Stewed seasoned, ground beef, Mexican style
27118110	0	Meatballs, Puerto Rican style
27118120	0	Stewed seasoned ground beef, Puerto Rican style
27118180	0	Puerto Rican style beef stew without potatoes
27120020	0	Ham or pork with gravy
27120030	0	Ham or pork with barbecue sauce
27120060	0	Sweet and sour pork
27120080	0	Ham stroganoff
27120110	0	Pork sausage with tomato sauce
27120120	0	Sausage gravy
27120120	207133	Sausage gravy, made with meat drippings
27120130	0	Mexican style pork stew with tomato sauce, no potatoes
27120160	0	Pork curry
27120210	0	Hot dog, with chili, no bun
27121410	0	Chili, with pork and beans
27121410	0	Chili con carne with beans, made with pork
27130100	0	Lamb curry
27135010	0	Veal with gravy
27135020	0	Veal scallopini (veal in wine sauce with cheese)
27135030	0	Veal paprikash (veal with cream sauce)
27135040	0	Veal picatta (veal with butter sauce)
27135050	0	Veal Marsala (veal with wine sauce)
27135110	0	Veal parmigiana (breaded veal in tomato sauce and cheese)
27135150	0	Veal cordon bleu
27136050	0	Venison, (deer), with tomato-based sauce
27136080	0	Venison, (deer), with gravy
27136100	0	Chili, with venison and beans
27136100	0	Chili con carne with venison and beans
27141000	0	Chicken or turkey cacciatore
27141030	0	Spaghetti sauce with poultry, home-made style
27141050	0	Mexican style stewed chicken with tomato sauce
27141500	0	Chili con carne with chicken or turkey and beans
27141500	0	Chili, with turkey and beans
27141500	0	Chili, with chicken and beans
27142100	0	Chicken fricassee
27142100	0	Turkey fricassee
27143000	0	Chicken or turkey with cream sauce, made with margarine
27143000	204791	Chicken or turkey with cream sauce, made with butter
27143000	206938	Chicken or turkey with cream sauce, made with oil
27143000	207147	Chicken or turkey with cream sauce, made without fat
27144000	0	Chicken or turkey with mushroom soup sauce
27145000	0	Chicken or turkey teriyaki
27146000	0	Chicken or turkey with barbecue sauce, skin eaten
27146010	0	Chicken or turkey with barbecue sauce, skin not eaten
27146050	0	Chicken wings with hot pepper sauce (Buffalo chicken wings)
27146100	0	Sweet and sour chicken, with vegetables
27146110	0	Sweet and sour chicken, without vegetables
27146150	0	Chicken curry
27146160	0	Chicken with mole sauce
27146200	0	Chicken or turkey with cheese sauce
27146250	0	Chicken or turkey cordon bleu
27146300	0	Chicken or turkey parmigiana
27146350	0	Lemon chicken, Chinese style
27146360	0	Sesame chicken
27146400	0	Chicken kiev
27150020	0	Deviled crab
27150030	0	Crab imperial
27150050	0	Fish timbale or mousse
27150060	0	Lobster newburg
27150100	0	Shrimp curry
27150110	0	Shrimp cocktail
27150130	0	Seafood newburg (mixed seafood in cream sauce)
27150140	0	White clam sauce, made with olive oil 
27150140	100425	White clam sauce, made with butter
27150160	0	Shrimp with lobster sauce
27150170	0	Sweet and sour shrimp
27150200	0	Oyster cream sauce
27150210	0	Fish sauce
27150230	0	Shrimp scampi, made with butter
27150230	205680	Shrimp scampi, made with margarine
27150230	206227	Shrimp scampi, made with vegetable oil
27150310	0	Sauteed fish with tomatoes
27150320	0	Fish curry
27150330	0	Mussels in tomato sauce
27150410	0	Shrimp teriyaki
27151030	0	Marinated fish (Ceviche)
27162060	0	Spaghetti sauce, with meat and vegetables, homemade-style
27211100	0	Beef stew with tomato-based sauce and potatoes
27211110	0	Mexican style beef stew with tomato-based sauce and potatoes
27211150	0	Beef goulash, with potatoes
27211200	0	Beef stew with potatoes and gravy
27211300	0	Roast beef hash
27211400	0	Corned beef hash
27212050	0	Beef and macaroni with cheese sauce (Hamburger Helper)
27212100	0	Beef and noodles with tomato-based sauce (Hamburger Helper)
27212120	0	Chili, with beef, beans and macaroni
27212120	0	Chili con carne with beans and macaroni
27212150	0	Beef goulash, with noodles
27212350	0	Beef stroganoff, with noodles (Hamburger Helper)
27213010	0	Lamb biryani
27213150	0	Chili con carne, with beans and rice
27213150	0	Chili, with beef, beans and rice
27213500	0	Beef and rice with soy-based sauce (Hamburger Helper) 
27213600	0	Beef and rice with cheese sauce (Hamburger Helper Cheesy Enchilada)
27214100	0	Meatballs, beef
27214100	0	Meat loaf, made with beef
27214100	0	Meat balls, beef
27214110	0	Meat balls, beef, with tomato-based sauce
27214110	0	Meat loaf, made with beef, with tomato-based sauce
27214110	0	Meatballs, beef, with tomato-based sauce
27214300	0	Beef wellington
27214500	0	Corned beef patty
27214600	0	Creamed chipped beef on toast
27220010	0	Meat loaf made with ham (ham loaf)
27220050	0	Stuffed pork
27220080	0	Ham croquette
27235000	0	Meat loaf, made with venison
27241000	0	Chicken or turkey hash
27242300	0	Chicken or turkey casserole, with noodles and white sauce
27242310	0	Chicken or turkey casserole, with noodles and cheese sauce
27242350	0	Chicken or turkey tetrazzini
27242400	0	Chicken or turkey casserole, with noodles and tomato-based sauce
27243100	0	Chicken biryani
27243300	0	Chicken or turkey casserole, with rice and white sauce (Chicken Helper)
27243500	0	Chicken or turkey casserole, with rice and tomato-based sauce
27243600	0	Chicken or turkey casserole, with rice and soy-based sauce (Chicken Helper Chicken Teriyaki)
27246100	0	Chicken or turkey with dumplings
27246200	0	Chicken or turkey with stuffing
27246300	0	Chicken or turkey croquette
27246500	0	Meat loaf, made with chicken or turkey
27246505	0	Meat loaf, made with chicken or turkey, with tomato-based sauce
27250020	0	Stuffed clams
27250030	0	Codfish ball or cake
27250040	0	Crab cake, sauteed in butter
27250040	204665	Crab cake, cooked without added fat
27250040	205237	Crab cake, sauteed in oil 
27250060	0	Gefilte fish
27250070	0	Salmon cake, patty or croquette, fried in shortening
27250070	100813	Salmon cake, patty or croquette, fried in oil 
27250130	0	Shrimp noodle casserole, with cheese sauce
27250160	0	Tuna cakes
27250220	0	Oyster fritter
27250250	0	Flounder with crab stuffing
27250260	0	Lobster with bread stuffing, baked
27250270	0	Clams Casino
27250400	0	Shrimp cakes
27250410	0	Shrimp with crab stuffing
27250450	0	Shrimp toast, fried
27250520	0	Seafood restructured (imitation crab meat)
27250610	0	Tuna noodle casserole, with cream or white sauce, no vegetables
27250630	0	Tuna noodle casserole, made with mushroom soup, no vegetables
27250710	0	Tuna rice casserole, made with mushroom soup, no vegetables
27260080	0	Meat loaf, made with beef and pork
27260090	0	Meat loaf, made with beef, veal and pork
27260100	0	Meat loaf, made with beef and pork, with tomato-based sauce
27311310	0	Beef stew, in tomato-based sauce, with potatoes and carrots (Dinty Moore)
27311320	0	Beef stew, in tomato-based sauce, with potatoes, no carrots
27311410	0	Beef stew, in gravy, with potatoes and carrots
27311420	0	Beef stew, in gravy, with potatoes, no carrots
27311510	0	Shepherd's pie, made with beef
27313110	0	Beef chow mein (chop suey), with chow mein noodles
27315250	0	Stuffed cabbage rolls, with beef and rice
27315270	0	Stuffed grape leaves, with beef and rice
27317010	0	Beef pot pie
27320310	0	Pork chow mein (chop suey), with chow mein noodles
27320500	0	Sweet and sour pork, with rice
27330010	0	Shepherd's pie, made with lamb
27330030	0	Lamb stew, in gravy, with potatoes and carrots
27330110	0	Lamb stew, in gravy, with potatoes, no carrots
27330170	0	Stuffed grape leaves, with lamb and rice
27330210	0	Lamb stew, in tomato-based sauce, with potatoes and carrots
27330220	0	Lamb stew, in tomato-based sauce, with potatoes, no carrots
27335100	0	Rabbit stew, with potatoes and vegetables
27336100	0	Venison, (deer), stew, in tomato-based sauce, with potatoes and carrots
27336150	0	Venison, (deer), stew, in tomato-based sauce, with potatoes, no carrots
27336200	0	Venison, (deer), stew, in gravy, with potatoes and carrots
27336250	0	Venison, (deer), stew, in gravy, with potatoes, no carrots
27341000	0	Chicken or turkey, potatoes, corn, and cheese, with gravy (KFC Mashed Potato Bowl with Gravy)
27341310	0	Chicken or turkey stew, in gravy, with potatoes and carrots
27341320	0	Chicken or turkey stew, in gravy, with potatoes, no carrots
27341510	0	Chicken or turkey stew, in tomato-based sauce, with potatoes and carrots
27341520	0	Chicken or turkey stew, in tomato-based sauce, with potato, no carrots
27343470	0	Chicken or turkey noodle casserole, made with mushroom soup, with carrots
27343480	0	Chicken or turkey noodle casserole, made with mushroom soup, no carrots
27343510	0	Chicken or turkey stew, in tomato-based sauce, with noodles, with carrots
27343520	0	Chicken or turkey stew, in tomato-based sauce, with noodles, no carrots
27343910	0	Chicken or turkey chow mein (chop suey), with chow mein noodles
27345230	0	Chicken or turkey, rice, corn, and cheese, with gravy (KFC Rice Bowl with Gravy)
27347100	0	Chicken or turkey pot pie
27350020	0	Paella with seafood
27350030	0	Seafood stew, in tomato-based sauce, with potatoes, no carrots
27350050	0	Shrimp chow mein (chop suey), with chow mein noodles
27350060	0	Shrimp creole, with rice
27350080	0	Tuna noodle casserole, with cream or white sauce, with vegetables
27350110	0	Bouillabaisse
27350200	0	Oyster pie
27350310	0	Seafood stew, in tomato-based sauce, with potatoes and carrots
27350410	0	Tuna noodle casserole, made with mushroom soup, with vegetables
27360100	0	Brunswick stew
27360120	0	Beef, chicken, and pork chow mein (chop suey), with chow mein noodles
27363000	0	Gumbo with rice and shellfish, pork, and/or poultry (New Orleans style)
27363100	0	Jambalaya, with meat and rice
27410250	0	Beef shish kabob with vegetables, no potatoes
27411100	0	Beef stew, in tomato-based sauce, with carrots and onions
27411120	0	Swiss steak
27411200	0	Beef stew, in tomato-based sauce, with peppers
27415100	0	Beef and vegetable stir fry, in soy-based sauce, with carrots and broccoli
27415100	0	Beef and broccoli stir fry
27415100	0	Hunan beef
27415100	0	Szechuan beef
27415150	0	Beef chow mein (chop suey), no noodles
27415170	0	Kung Pao beef
27416150	0	Chinese pepper steak
27416300	0	Beef taco filling: beef, cheese, tomato, taco sauce
27416400	0	Sukiyaki (stir fried beef and vegetables in soy sauce)
27420010	0	Cabbage with ham hocks
27420020	0	Ham salad, with mayonnaise 
27420020	207087	Ham salad, with low-calorie mayonnaise
27420080	0	Greens with ham or pork
27420150	0	Kung Pao pork
27420160	0	Moo Shu (Mu Shi) Pork, without Chinese pancake
27420390	0	Pork chow mein (chop suey), no noodles
27420470	0	Sausage and peppers
27430400	0	Lamb stew, in gravy, with carrots, no potatoes
27430410	0	Lamb stew, in gravy, no carrots or potatoes
27430610	0	Lamb shish kabob, with vegetables, no potatoes
27440130	0	Chicken or turkey shish kabob, with tomato, onion, and green pepper
27441120	0	Chicken or turkey creole, without rice
27443110	0	Chicken or turkey a la king with carrots
27443120	0	Chicken or turkey a la king with mushrooms
27443150	0	Chicken or turkey divan
27445110	0	Chicken and vegetable stir fry, in soy-based sauce, with green pepper, broccoli and carrots
27445110	0	Hunan chicken
27445110	0	Szechuan chicken
27445120	0	Chicken and vegetable stir fry, in soy-based sauce, with bamboo shoots and water chestnuts
27445120	0	Chinese garlic chicken
27445150	0	General Tso (General Gau) chicken
27445180	0	Moo Goo Gai Pan
27445220	0	Kung pao chicken
27445250	0	Almond chicken
27446100	0	Chicken or turkey chow mein (chop suey), no noodles
27446200	0	Chicken salad, with mayonnaise 
27446200	0	Turkey salad, with mayonnaise 
27446200	100506	Turkey salad, with mayonnaise-type dressing (Miracle Whip)
27446200	100506	Chicken salad, with mayonnaise-type dressing (Miracle Whip)
27446200	204361	Chicken salad, with low-calorie mayonnaise-type dressing (Miracle Whip Light)
27446200	204361	Turkey salad, with low-calorie mayonnaise-type dressing (Miracle Whip Light)
27446200	205134	Turkey salad, with fat free mayonnaise-type dressing (Miracle Whip Fat Free)
27446200	205134	Chicken salad, with fat free mayonnaise-type dressing (Miracle Whip Fat Free)
27446200	205292	Chicken salad, with low-calorie mayonnaise 
27446200	205292	Turkey salad, with low-calorie mayonnaise 
27446205	0	Turkey salad, with mayonnaise and grapes and almonds
27446205	0	Chicken salad, with mayonnaise and grapes and almonds
27446220	0	Turkey salad, with mayonnaise and egg
27446220	0	Chicken salad, with mayonnaise and egg
27446240	0	Chicken salad, with ranch dressing
27446240	0	Turkey salad, with ranch dressing
27446245	0	Turkey salad, with light ranch dressing
27446245	0	Chicken salad, with light ranch dressing
27446250	0	Chicken salad, with Italian dressing
27446250	0	Turkey salad, with Italian dressing
27446255	0	Turkey salad, with light Italian dressing
27446255	0	Chicken salad, with light Italian dressing
27446260	0	Chicken or turkey salad, made with any type of fat free dressing
