FoodCode	ModCode	Main.food.description
27446300	0	Salad, grilled chicken, lettuce, tomato, no dressing
27446315	0	Salad, grilled chicken, bacon, cheese, lettuce, tomato, carrots, no dressing
27446320	0	Salad, fried chicken, bacon, cheese, lettuce, tomato, carrots, no dressing
27446350	0	Salad, grilled chicken, lettuce, fruit, nuts, no dressing
27446355	0	Salad, Asian chicken, crispy noodles, lettuce, tangerine, almonds, no dressing
27446360	0	Salad, grilled chicken, cheese, lettuce, tomato, no dressing
27446362	0	Salad, fried chicken, cheese, lettuce, tomato, no dressing
27450010	0	Crab salad, with mayonnaise
27450020	0	Lobster salad, with mayonnaise 
27450040	0	Shrimp chow mein (chop suey), no noodles
27450060	0	Tuna salad, with mayonnaise
27450060	200020	Tuna salad, with low-calorie mayonnaise-type dressing (Miracle Whip Light)
27450060	200099	Tuna salad, with fat free mayonnaise-type dressing (Miracle Whip)
27450060	200685	Tuna salad, with light mayonnaise 
27450060	205378	Tuna salad, with mayonnaise-type dressing (Miracle Whip)
27450064	0	Tuna salad, with ranch dressing
27450065	0	Tuna salad, with light ranch dressing
27450066	0	Tuna salad, with Italian dressing
27450067	0	Tuna salad, with light Italian dressing
27450070	0	Shrimp salad, with mayonnaise 
27450070	206281	Shrimp salad, with mayonnaise-type dressing (Miracle Whip)
27450090	0	Tuna salad, with cheese, mayonnaise
27450090	207602	Tuna salad, with cheese, low-calorie mayonnaise-type dressing (Miracle Whip Light)
27450100	0	Tuna salad, with egg, mayonnaise
27450100	100026	Tuna salad, with egg, low-calorie mayonnaise-type dressing (Miracle Whip Light)
27450100	201154	Tuna salad, with egg, fat free mayonnaise-type dressing (Miracle Whip Fat Free)
27450100	202694	Tuna salad, with egg, low-calorie mayonnaise 
27450100	205734	Tuna salad, with egg, mayonnaise-type dressing (Miracle Whip)
27450110	0	Salad, shrimp, egg, lettuce, tomato, carrots, no dressing
27450130	0	Crab salad, with imitation crab
27450190	0	Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing
27450210	0	Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing
27450250	0	Oysters Rockefeller
27450310	0	Lomi salmon
27450410	0	Hunan shrimp
27450410	0	Shrimp and vegetable stir fry, in soy-based sauce, with carrots, broccoli, snow peas, and water chestnuts
27450410	0	Szechuan shrimp
27450420	0	Shrimp and vegetable stir fry, in soy-based sauce, with snow peas, water chestnuts, onion, and celery
27450450	0	Shrimp creole, no rice, with margarine 
27450450	206275	Shrimp creole, no rice, with vegetable oil 
27450470	0	Kung Pao shrimp
27450510	0	Tuna casserole, with vegetables and mushroom soup, no noodles
27460100	0	Lau lau (pork and fish wrapped in taro or spinach leaves)
27460750	0	Liver, beef or calves, and onions
27464000	0	Gumbo, without rice, with shellfish, pork, and/or poultry (New Orleans style)
27510110	0	Beef barbecue sandwich, on bun
27510110	0	Sloppy Joe, beef, on bun
27510210	0	Wendy's, Kid's Meal Cheeseburger
27510210	0	Cheeseburger, plain, on bun
27510220	0	Cheeseburger, with mayonnaise or salad dressing, on bun
27510230	0	Cheeseburger, with mayonnaise and ketchup, on bun
27510230	0	Burger King, Whopper Jr. with Cheese
27510230	0	Wendy's, Jr. Cheeseburger Deluxe
27510240	0	Cheeseburger, 1/4 lb meat, plain, on bun
27510250	0	Cheeseburger, 1/4 lb meat, with mayonnaise, on bun
27510260	0	Cheeseburger, 1/4 lb meat, with mushrooms, on bun
27510260	0	Hardee's, Mushroom and Swiss Burger
27510265	0	Double cheeseburger, slider, plain, on miniature bun
27510265	0	White Castle, Double Cheese Slider
27510270	0	Double cheeseburger, plain, on bun
27510280	0	Double cheeseburger, with mayonnaise, on bun
27510280	0	Jack in the Box, Double Jack
27510290	0	Double cheeseburger, plain, on double-decker bun
27510300	0	Double cheeseburger, with mayonnaise, on double-decker bun
27510300	0	McDonald's, Big Mac
27510310	0	McDonald's, Cheeseburger
27510310	0	Wendy's, Jr. Cheeseburger
27510310	0	Roy Rogers, Kid's Meal Cheeseburger
27510310	0	Hardee's, Cheeseburger
27510310	0	Burger King, Cheeseburger
27510310	0	Cheeseburger, with ketchup and mustard, on bun
27510311	0	Cheeseburger, slider, plain, on miniature bun
27510311	0	White Castle, Cheese Slider
27510320	0	McDonald's, Quarter Pounder with Cheese
27510320	0	Cheeseburger, 1/4 lb meat, with ketchup and mustard, on bun
27510330	0	Burger King, Double Cheeseburger
27510330	0	Hardee's, Double Cheeseburger
27510330	0	Double cheeseburger, with ketchup, on bun 
27510330	0	McDonald's, McDouble
27510330	0	McDonald's, Double Cheeseburger
27510330	0	Wendy's, Double Stack
27510350	0	Wendy's, Single with Cheese
27510350	0	Jack in the Box, Jumbo Jack with Cheese
27510350	0	Burger King, Whopper with Cheese
27510350	0	Cheeseburger, 1/4 lb meat, with mayonnaise and ketchup, on bun
27510355	0	Cheeseburger, 1/3 lb meat, with mayonnaise and ketchup, on bun
27510355	0	Hardee's, 1/3 lb Thickburger
27510359	0	Cheeseburger, 1/3 lb meat, with mushrooms and mayonnaise, on bun
27510360	0	Bacon cheeseburger, with mayonnaise and ketchup, on bun
27510360	0	Wendy's, Jr. Bacon Cheeseburger
27510370	0	Wendy's, Double with Cheese
27510370	0	Burger King, Double Whopper with Cheese
27510370	0	Jack in the Box, Ultimate Cheeseburger
27510370	0	Double cheeseburger, 1/4 lb meat patties, with mayonnaise, on bun
27510375	0	Double cheeseburger, 1/4 lb meat patties, with ketchup, on bun
27510375	0	McDonald's, Double Quarter Pounder with Cheese
27510380	0	Wendy's, Triple with Cheese
27510380	0	Triple cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun
27510390	0	Double bacon cheeseburger, 1/4 lb meat patties, on bun
27510400	0	Bacon cheeseburger, 1/4 lb meat, with ketchup, on bun
27510400	0	Roy Rogers, Bacon Cheeseburger
27510410	0	Hamburger, with chili, on bun
27510425	0	Wendy's, Baconator
27510425	0	Double bacon cheeseburger, 1/4 lb meat patties, with mayonnaise, on bun
27510425	0	Jack in the Box, Bacon Ultimate Cheeseburger
27510430	0	Double bacon cheeseburger, 1/4 lb meat patties, with mayonnaise and ketchup, on bun
27510435	0	Hardee's, Monster Thickburger
27510435	0	Double bacon cheeseburger, 1/3 lb meat patties, with mayonnaise, on bun
27510440	0	Bacon cheeseburger, 1/4 lb meat, with mayonnaise and ketchup, on bun
27510440	0	Burger King, Bacon Double Cheeseburger
27510445	0	Bacon cheeseburger, 1/3 lb meat, with ketchup, on bun
27510450	0	Cheeseburger, 1/4 lb meat, with ham, on bun
27510450	0	Roy Rogers, Double R Bar Burger
27510480	0	Cheeseburger, 1/4 lb meat, with cheese sauce and grilled onions, on rye bun
27510500	0	Hamburger, plain, on bun
27510500	0	Wendy's, Kid's Meal Hamburger
27510510	0	Wendy's, Jr. Hamburger
27510510	0	Roy Rogers, Kid's Meal Hamburger
27510510	0	McDonald's, Hamburger
27510510	0	Hamburger, with ketchup, on bun
27510510	0	Burger King, Hamburger
27510520	0	Burger King, Whopper Jr.  
27510520	0	Hamburger, with mayonnaise and ketchup, on bun
27510530	0	Hamburger, 1/4 lb meat, plain, on bun
27510540	0	Double hamburger, with ketchup, on bun
27510540	0	Wendy's, Double Stack, without cheese
27510560	0	Wendy's, Single  
27510560	0	Hamburger, 1/4 lb meat, with mayonnaise and ketchup, on bun
27510560	0	Jack in the Box, Jumbo Jack  
27510560	0	Burger King, Whopper
27510570	0	Hamburger, 2-1/2 oz meat, with mayonnaise, on bun
27510590	0	Hamburger, with mayonnaise, on bun
27510600	0	Hamburger, slider, plain, on miniature bun
27510600	0	White Castle, Original Slider
27510620	0	McDonald's, Quarter Pounder  
27510620	0	Hamburger, 1/4 lb meat, with ketchup, on bun
27510630	0	Hamburger, 1/4 lb meat, with mayonnaise, on bun
27510650	0	Double hamburger, plain, on bun
27510660	0	Double hamburger, with mayonnaise, on bun
27510670	0	Double hamburger, with mayonnaise and ketchup, on bun
27510690	0	Double hamburger, 1/4 lb meat patties, with mayonnaise and catsup, on double-decker bun
27510690	0	Burger King, Double Whopper  
27510700	0	Meatball and spaghetti sauce submarine sandwich (Subway, Jerry's)
27510910	0	Corned beef sandwich
27510950	0	Reuben sandwich (corned beef sandwich with sauerkraut, cheese, and thousand island dressing)
27511010	0	Pastrami sandwich
27513010	0	Roast beef sandwich
27513010	0	Roy Roger's, Roast Beef Sandwich
27513010	0	Arby's, Jr. Roast Beef Sandwich
27513010	0	Arby's, Roast Beef Sandwich
27513020	0	Roast beef sandwich, with gravy
27513040	0	Roast beef sub, with lettuce, tomato and mayonnaise (Subway, Jerry's)
27513041	0	Roast beef sub, with cheese, lettuce, tomato and mayonnaise (Subway, Jerry's)
27513050	0	Roast beef sandwich, with cheese
27513050	0	Arby's, Beef 'N Cheddar
27513050	0	Arby's, Beef 'N Swiss
27513060	0	Roast beef sandwich, with bacon and cheese sauce
27513070	0	French dip sandwich
27513070	0	Roast beef submarine sandwich, on roll, au jus
27515000	0	Steak sub, with lettuce and tomato
27515010	0	Steak sandwich, plain, on roll
27515020	0	Steak and cheese sub, with lettuce and tomato (Subway, Jerry's)
27515040	0	Steak and cheese sub, plain
27515070	0	Steak and cheese sub, with peppers and onions
27515080	0	Steak biscuit
27516010	0	Gyro sandwich (pita bread, beef, lamb, onion, tomato, yogurt dressing)
27520130	0	Grilled chicken club sandwich, with bacon, lettuce, tomato, and mayonnaise (Jerry's, Wendy's, McDonald's)
27520150	0	BLT (bacon, lettuce, and tomato sandwich), with mayonnaise
27520150	206040	BLT (bacon, lettuce, and tomato sandwich), with light mayonnaise
27520160	0	Chicken sandwich, with bacon, lettuce, tomato and mayonnaise, on multigrain roll
27520165	0	Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato and creamy dressing (McDonald's)
27520166	0	Chicken (breaded, fried) club sandwich, with bacon, lettuce, tomato, cheese, and mayonnaise (McDonald's)
27520170	0	Bacon on biscuit (Hardee's)
27520250	0	Ham on biscuit (Hardee's)
27520300	0	Ham sandwich, with mayonnaise
27520310	0	Ham sandwich, with lettuce and margarine
27520320	0	Ham and cheese sandwich, with lettuce and margarine
27520340	0	Ham salad sandwich
27520350	0	Grilled ham and cheese sandwich, made with margarine
27520370	0	Hot ham and cheese sandwich, on bun (Arby's, Burger King, Hardee's)
27520380	0	Ham and cheese on English muffin
27520390	0	Ham and cheese submarine sandwich, with lettuce, tomato and mayonnaise
27520410	0	Cuban sandwich, (cubano)
27520500	0	Pork sandwich, on white roll, with onions, dill pickles and barbecue sauce (McRib)
27520510	0	Pork barbecue sandwich, on bun
27520510	0	Sloppy Joe, pork, on bun
27520530	0	Pork sandwich, with gravy
27520540	0	Ham and cheese sandwich, with lettuce, tomato, and mayonnaise
27540110	0	Roasted chicken sandwich, with mayonnaise
27540111	0	Roasted chicken sandwich, with cheese and mayonnaise
27540120	0	Chicken salad sandwich, with mayonnaise
27540130	0	Chicken barbecue sandwich (Carl's Jr.)
27540140	0	Fried chicken sandwich (Chick-fil-A, McDonald's)
27540150	0	Fried chicken sandwich, with lettuce, tomato and mayonnaise (Wendy's, Carl's Jr., Jack-in-the-Box, McDonald's, Burger King)
27540151	0	Fried chicken sandwich, with cheese, lettuce, tomato and mayonnaise
27540170	0	Fried chicken sandwich, miniature, with mayonnaise (Chick-fil-A)
27540170	0	Chicken patty sandwich, miniature, with mayonnaise
27540180	0	Chicken patty sandwich
27540180	0	Fried chicken biscuit (Jimmy Dean, Hardee's)
27540190	0	Fried chicken sandwich, with lettuce and mayonnaise (McDonald's, Burger King, KFC)
27540190	0	Chicken patty sandwich, with lettuce and mayonnaise
27540200	0	Chicken sandwich, fajita-style, on pita bread, with cheese, lettuce and tomato (Jack-in-the-Box)
27540210	0	Fried chicken wrap sandwich, with cheese, lettuce, and creamy dressing (McDonald's)
27540235	0	Grilled chicken sandwich, with lettuce, tomato, and mayonnaise-type salad dressing (BK Chicken Whopper)
27540240	0	Grilled chicken sandwich, on whole wheat roll, with lettuce, tomato and mayonnaise-type salad dressing (Hardee's, Jack-in-the-Box)
27540250	0	Grilled chicken sandwich, on whole wheat roll, with cheese, lettuce, tomato and non-mayonnaise type spread (Wendy's)
27540260	0	Grilled chicken sandwich, on oat bran bun, with lettuce, tomato, and mayonnaise
27540270	0	Grilled chicken sandwich, with lettuce, tomato, and non-mayonnaise type spread (Wendy's)
27540280	0	Grilled chicken sandwich, on bun, with cheese, lettuce, tomato and mayonnaise (McDonald's, Carl's Jr.)
27540290	0	Chicken submarine sandwich, with lettuce, tomato, and teriyaki sauce (Subway, Jerry's)
27540291	0	Chicken submarine sandwich, with cheese, lettuce, tomato, and mayonnaise
27540300	0	Grilled chicken wrap, with cheese, lettuce, and creamy dressing (McDonald's)
27540310	0	Turkey sandwich, with mayonnaise
27540320	0	Turkey salad sandwich
27540330	0	Turkey sandwich, with gravy
27540350	0	Turkey submarine sandwich, with cheese, lettuce, tomato and mayonnaise (Arby's, Subway, Jerry's)
27541000	0	Club sandwich, turkey, ham, roast beef, lettuce, tomato, spread (Subway)
27541001	0	Turkey, ham, and roast beef club sandwich with cheese, lettuce, tomato, and mayonnaise
27550000	0	Fish sandwich, on bun, with tartar sauce (Long John Silver, Burger King)
27550100	0	Fish sandwich, on bun, with cheese and tartar sauce (Hardee's, Long John Silver's, Carl's Jr., McDonald's)
27550110	0	Crab cake sandwich, on bun
27550710	0	Tuna salad sandwich, with lettuce
27550720	0	Tuna salad sandwich
27550730	0	Tuna melt sandwich
27550750	0	Tuna salad submarine sandwich, with lettuce and tomato (Subway, Jerry's)
27550751	0	Tuna salad submarine sandwich, with cheese, lettuce and tomato
27560110	0	Bologna sandwich, with margarine
27560120	0	Bologna and cheese sandwich, with margarine
27560300	0	Corn dog
27560350	0	Pigs in a blanket (hot dog wrapped in dough)
27560500	0	Italian sub, with lettuce, tomato, and mayonnaise (Subway Spicy Italian)
27560650	0	Sausage on biscuit (McDonald's, Hardee's, Jimmy Dean Sausage Biscuit)
27560660	0	Sausage griddle cake sandwich (McDonald's Sausage McGriddles))
27560670	0	Sausage and cheese on English muffin (McDonald's Sausage McMuffin)
27560700	0	Sausage on biscuit, diet (Weight Watchers Sausage Biscuit)
27560705	0	Sausage balls, made with biscuit mix and cheese
27560710	0	Sausage sandwich
27560720	0	Italian sausage sub, with marinara
27560910	0	Cold cut submarine sandwich, with cheese, lettuce, tomato, and spread (Subway, Jerry's)
27564060	0	Hot dog, beef, plain, on bun
27564070	0	Hot dog, beef, plain, on white bread
27564080	0	Hot dog, beef, plain, on wheat bread
27564100	0	Hot dog, beef, plain, on white wheat bread
