Level.code	Main.food.description
67106	Bananas_with_other_fruit_baby_food
67108	Peaches_baby_food
67109	Pears_baby_food
6711	Furits_and_fruit_mixtures_baby_food
67110	Prunes_baby_food
67113	Apples_and_pears_baby_food
67114	Pears_and_pineapple_baby_food
672	Fruit_juice_and_fruit_juice_mixtures_baby
673	Fruits_with_cereal_baby_food
674	Fruit_desserts_and_fruitflavored_pudding
675	Fruits_with_meat_or_poultry_baby_food
676	Fruits_and_vegetables_mixtures_baby_food
7	Vegetables
71	White_potatoes_and_Puerto_Rican_starchy_vegetables
710	White_potatoes_NFS
711	White_potatoes_baked_and_boiled
7110	White_potatoes_baked_and_boiled
71101	White_potatoes_baked
71103	White_potatoes_boiled
71104	White_potatoes_roasted
71106	Puerto_Rican_style_potatoes
712	White_potatoes_chips_and_sticks
7120	White_potatoes_chips_and_sticks
71201	White_potato_chips
71202	White_potato_chips_unsalted
71204	White_potato_puffs
71205	White_potato_sticks
7121	White_potato_skins_or_vegetable_chips
713	White_potatoes_creamed_scalloped_au_gratin
7130	White_potatoes_creamed_scalloped_au_gratin
71301	White_potato_cooked_with_sauce_or_cheese
71305	White_potato_scalloped
714	White_potatoes_fried
7140	White_potatoes_fried
71401	White_potato_french_fries
71402	White_potato_french_fries_with_cheese_or_meat
71403	White_potato_home_fries
71405	White_potato_hash_brown
7141	White_potato_skins_with_adhering_flesh_fried
71410	White_potato_skins_fried_with_or_without_cheese
71411	White_Potato_skins_fried_with_bacon
715	White_potatoes_mashed_stuffed_puffs
7150	White_potatoes_mashed_stuffed_puffs
71501	White_potato_mashed
71503	White_potato_patty
71505	White_potato_puffs
71507	White_potato_stuffed_peel_not_eaten
71508	White_potato_stuffed_peel_eaten
716	Potato_salad
7160	Potato_salad
71601	Potato_salad_with_egg
71602	Potato_salad_German_style
71603	Potato_salad_with_dressing
717	Potato_recipes
7170	Potato_recipes
71701	Potato_pancake
71702	Potato_pudding
71703	Stewed_potatoes_Mexican_style
71704	Stewed_potatoes_with_tomatoes
718	Potato_soups
7180	Potato_soup
7185	Plantain_soup
719	Puerto_Rican_starchy_vegetables
7190	Plantain_fried_or_boiled
7191	Green_banana
7193	Cassava_yuca_blanca
7194	Sweet_potatoes_or_yam_Puerto_Rican
7195	Tannier
7196	Celeriac_dasheen_or_Taro
7197	Other_starchy_vegetables
7198	Poi_or_taro
72	Darkgreen_vegetables
721	Darkgreen_leafy_vegetables
7210	Darkgreen_leafy_vegetables
72101	Beet_greens
72103	Broccoli_raab
72104	Chard
72107	Collards
7211	Darkgreen_leafy_vegetables
72110	Cress
72113	Dandelion_greens
72116	Endive_chicory_escarole_or_romain_lettuce
72118	Greens_cooked_NS
72119	Kale
7212	Darkgreen_leafy_vegetables
72120	Lambsquarter
72121	Mustard_cabbage
72122	Mustard_greens
72123	Poke_greens
72124	Radicchio
72125	Spinach
72126	Taro_leaves
72127	Thistle_leaves
72128	Turnip_greens
7213	Darkgreen_leafy_vegetables
72130	Watercress
72132	Bitter_melon_leaves
72133	Other_vegetable_leaves
722	Darkgreen_nonleafy_vegetables
7220	Broccoli
723	Darkgreen_vegetable_soups
73	Deepyellow_vegetables
731	Carrots
7310	Carrots
73101	Carrots_raw
73102	Carrots_cooked
73103	Carrots_canned
73105	Carrot_juice
7311	Carrots
73111	Peas_and_carrots
73112	Carrot_chips
732	Pumpkin
7320	Pumpkin
73201	Pumpkin_cooked
7321	Calabaza_or_other_pumpkin_dishes
733	Squash_winter
7330	Squash_winter
73301	Squash_winter_mashed
73302	Squash_winter_raw
73303	Squash_winter_baked
73304	Squash_winter_fritter_or_cake
73305	Squash_winter_with_cheese
734	Sweet_potatoes
7340	Sweet_potatoes
73401	Sweet_potato_NFS
73402	Sweet_potato_baked_peel_eaten
73403	Sweet_potato_baked_peel_not_eaten
73405	Sweet_potato_boiled
73406	Sweet_potato_candied
73407	Sweet_potato_canned
73409	Sweet_potato_casserole_or_mashed
7341	Sweet_potato_fried
7342	Sweet_potato_yellow_Puerto_Rican	
735	Deepyellow_vegetable_soups
74	Tomatoes_and_tomato_mixtures
741	Tomatoes_raw
7410	Tomatoes_raw
74101	Tomatoes_raw
74102	Tomatoes_green
742	Tomatoes_cooked
7420	Tomatoes_cooked
74201	Tomatoes_cooked_NS
74202	Tomatoes_broiled_or_fried
74203	Tomatoes_scalloped
74204	Tomatoes_stewed_or_canned
74205	Tomatoes_green_cooked_or_pickled
74206	Tomatoes_dried
743	Tomato_juices
744	Tomato_sauces
7440	Tomato_sauces
74401	Tomato_catsup
74402	Chili_sauce_or_salsa
74404	Spaghetti_sauce
74405	Tomato_relish
74406	Barbecue_steak_or_cocktail_sauce
7441	Puerto_Rican_seasoning_with_ham
7442	Puerto_Rican_seasoning_without_ham
745	Tomato_mixtures
7450	Tomato_mixtures
74501	Tomato_aspic
74503	Tomato_and_corn
74504	Tomato_and_okra_or_onion_or_celery
74505	Tomato_and_corn
74506	Tomato_and_cucumber
746	Tomato_soups
7460	Tomato_soups
74601	Tomato_soup_NS
74602	Tomato_soup_instant_or_canned
74603	Tomato_beef_soup
74604	Tomato_with_beef_or_noodles
74605	Tomato_and_rice
74606	Tomato_and_vegetable
747	Tomato_sandwiches
75	Other_vegetables
751	Other_vegetables_raw
7510	Other_vegetables_raw
7511	Other_vegetables_raw
7512	Other_vegetables_raw
7513	Mixed_vegetable_juice
7514	Raw_vegetable_mixtures
75140	Broccoli_or_cabbage
75141	Cabbage_salad_or_coleslaw_or_celery
75142	Cucumber_salad
75143	Lettuce_salad
75144	Lettuce_wilted
75145	Seven_layer_salad
75146	Greek_salad
75147	Spinach_salad
75148	Cobb_salad
752	Other_vegetables_cooked
7520	Other_vegetables_cooked
75200	Vegetables_NS_or_algae_or_aloe
75201	Artichoke
75202	Asparagus
75203	Bamboo
75204	Beans_lima_or_string
75205	Beans_lima_or_string
75206	Beans_string_yellow
75207	Bean_sprouts
75208	Beets_bitter_melon_bread_fruit_broccoflower
75209	Brussels_sprouts
7521	Other_vegetables_cooked
75210	Cabbage_Chinese
75211	Cabbage_green
75212	Cabbage_red
75213	Cabbage_savoy_or_cactus
75214	Cauliflower
75215	Celery_fennel_or_christophine
75216	Corn_or_cucumber
75217	Eggplant_squash_flowers_or_hominy
75218	Kohlrabi_leek_or_lotus
75219	Mushrooms
7522	Other_vegetables_cooked
75220	Okra_lettuce_or_luffa
75221	Onions_palm_hearts_or_parsley
75222	Parsnips
75223	Peas_cowpeas
75224	Peas_green
75225	Pigeon_peas
75226	Peppers
75227	Radish
75228	Rutabaga
75229	Salsify
7523	Other_vegetables_cooked
75230	Sauerkraut
75231	Snowpea
75232	Seaweed
75233	Squash
75234	Turnip
75235	Water_chestnut_winter_mellon
75236	Yeast_or_yeast_extract_spread
753	Other_vegetable_mixtures_cooked
7530	Other_vegetable_mixtures_cooked
75301	Beans_lima_corn
75302	Beans_string_with_vegetables
75303	Corn_with_peppers
75306	Eggplant_in_tomato_sauce
75307	Green_peppers_and_onions
7531	Other_vegetable_mixtures_cooked
75311	Mixed_vegetables
75315	Peas_and_vegetables
75316	Squash_and_vegetables
75317	Vegetables_stew_type
7533	Vegetable_combination
7534	Vegetable_combinations_Asian_style
7536	Vegetable_mixture_dried
754	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles
7540	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles
75401	Asparagus
75402	Beans_lima
75403	Beans_string_green
75404	Beans_string_yellow
75405	Beets
75406	Brussels_sprouts
75407	Cabbage
75409	Cauliflower
7541	Other_cooked_vegetables_cooked_with_sauces_batters_casseroles
75410	Celery_chiles_or_jalapeno
75411	Corn
75412	Eggplant
75413	Kohlrabi
75414	Mushrooms_or_okra
75415	Onions
75416	Parsnips_or_peas
75417	Peas
75418	Squash_or_turnips
7543	Vegetable_stew
7544	Vegetable_combinations_with_tomato_or_curry
7545	Vegetable_combinations_with_cream_sauce
7546	Vegetable_combinations_with_pasta_or_noodles
755	Olives_pickles_relishes_excluding_tomatoes
756	Vegetable_soups
7560	Vegetable_soups
75600	Soup_cream_of_NS
75601	Asparagus_beet_cabbage
75603	Celery
75604	Corn_or_gazpacho
75605	Leek
75607	Mushroom
75608	Onion
75609	Pea
7561	Vegetable_soups
75611	Vegetable_soup_prepared_with_milk
75612	Zucchini_with_milk
7564	Vegetable_soup
7565	Vegetable_soup_with_meat_pasta_or_noodles
76	Vegetables_and_mixtures_mostly_vegetables_baby_food
761	Darkgreen_vegetables_baby_food
762	Deepyellow_vegetables
764	Vegetables_other_than_darkgreen_deepyellow_and_tomato
765	Vegetables_with_grain_baby_food
766	Vegetables_with_meat_baby_food
77	Vegetables_with_meat_poultry_fish
771	White_potato_with_meat_poultry_fish_mixtures
772	Puerto_Rican_starchy_vegetable_viandas_mixtures
773	Other_vegetable_mixtures
775	Puerto_Rican_stews_or_soups_with_starchy_vegetables
78	Mixtures_mostly_vegetables_without_meat_poultry_fish
781	Vegetable_and_fruit_juice_blends_100_juice
8	Fats_Oils_and_Salad_Dressings
81	Fats
811	Table_fats
8110	Table_fats
81100	Table_fats_NFS
81101	Butter
81102	Margarine_stick_or_tub
81103	Margarine_like_spread
81104	Margarine_like_spread_or_vegetable_oil_spread
81105	Butter_margarine_blend
81106	Butter_replacement
812	Cooking_fats
8120	Cooking_fats
81201	Animal_fat_or_drippings
81202	Lard
81203	Shortening
81204	Ghee
813	Other_fats
82	Oils
821	Vegetable_oils
8210	Vegetable_oils
82101	Vegetable_almond_or_coconut
82102	Corn_and_canola
82103	Cottonseed_or_flaxseed
82104	Olive_oil
82105	Peanut_rapeseed_canola_soybean
82106	Safflower_oil
83107	Sesame_oil
83108	Walnut_oil
83109	Wheat_germ_oil
83	Salad_dressings
831	Regular_salad_dressings
832	Light_salad_dressings
833	Fat_free_salad_dressings
9	Sugars_Sweets_and_Beverages
91	Sugars_and_sweets
911	Sugars_and_sugarsugar_substitute_blends
9110	Sugars_and_sugarsugar_substitute_blends
91101	Sugar_white
91102	Sugar_brown
91103	Sugar_maple
91104	Sugar_cinnamon_or_raw
91105	Fructose_sugar_substitute
91106	Aspartame_sugar_substitute
91107	Sucralose_sugar_substitute
91108	Herbal_extract_sweetener
91109	Agave_liquid
912	Sugar_replacements_or_substitute
9120	Saccharin_or_aspartame
91200	Saccharin
91201	Aspartame
913	Syrups_honey_molasses_sweet_toppings
9130	Syrups_honey_molasses
91300	Pancake_syrup
91301	Thin_syrups
91302	Honey
91303	Thick_syrups
91304	Toppings
91305	Icing
9135	Dietetic_syrup
9136	Sweet_toppings
914	Jellies_jams_preserves
9140	Jellies_jams_preserves
91401	Jelly
91402	Preserves
91403	Fruit_butter
91404	Marmalade
91405	Jelly_reduced_sugar
91406	Jams_low_sugar
91407	Pastes
91408	Sweet_vegetable
915	Gelatin_desserts_or_salads
9150	Gelatin_desserts_or_salads
9151	Gelatin_desserts_or_salads
9152	Bean_paste_dessert
9155	Cream_cake_or_custard
9156	Coconut_pudding
9158	Frozen_gelatin
916	Ices_or_popsicles
9160	Ice_fruit
9161	Ice_pop
9162	Snow_cone
917	Candies
9170	Candies
91700	Candy_NFS
91701	Almonds
91702	Butterscotch
91703	Caramel_or_coffee_containing_candy
91705	Milk_or_white_chocolate
91706	Coconut_candy
91707	Fondant
91708	Fruit_candy
91709	Gumdrops
9171	Candies
91713	Fudge_chocolate_peanut_butter_vanilla
91715	Chocolate_and_caramel_candy
91716	Halvah
91718	Honey_or_peanut_butter_candy
9172	Candies
91721	Licorice
91723	Marshmallow
91726	Nougat_candy
91727	Nuts_candy
91728	Nuts_and_nougat
9173	Candies
91731	Coated_peanut_candy
91732	Peanut_candy
91733	Peanut_brittle
91734	Peanut_butter_candy
91735	Pralines
91736	Pineapple_candy
91739	Coated_raisins
9174	Candies
91742	Sesame
91745	Hard_candy
91746	Chocolate_candy
9175	Taffy
9176	Toffee_and_truffles
9177	Low_sugar_candy
918	Chewing_gums
92	Nonalcoholic_beverages
921	Coffee
9210	Coffee
92100	Coffee_NS
92101	Coffee_from_ground
92103	Coffee_from_powdered
92104	Coffee_instant
92105	Coffee_liquid_concentrate
92106	Acid_neutralized
9211	Coffee_decaffeinated
9212	Coffee_from_powder_with_sweetener
9213	Coffee_presweetened
9215	Coffee_and_chicory
9216	Cappuccino
9219	Coffee_from_powder
922	Coffee_substitutes
923	Tea
9230	Tea
92301	Tea_NS
92302	Tea_leaf
92304	Tea_from_frozen_concentrate
92305	Tea_from_powdered_instant
92306	Tea_herbal
92307	Tea_powdered_or_tea_and_lemonade
924	Soft_drinks_carbonated
9240	Soft_drink_NS
9241	Carbonated_soft_drinks
9243	Carbonated_juice_drinks
925	Fruit_drinks
9251	Fruit_juice_drinks_and_fruitflavored_drinks
9253	Fruit_juice_drinks_and_fruit_flavored_drinks_with_high_vitamin_C
9254	Fruit_flavored_drinks_made_from_powdered_mix
9255	Fruit_juice_drinks_and_fruit_flavored_drinks_low_calorie
9258	Fruit_juice_drinks_and_fruit_flavored_drinks_fortified_with_calcium
926	Beverages_nonfruit
928	Nonalcoholic_beers_wines_cocktails
929	Beverage_concentrates_dry_not_reconstituted
93	Alcoholic_beverages
931	Beers_and_ales
932	Cordials_and_liqueurs
933	Cocktails
934	Wines
935	Distilled_liquors
94	Water_noncarbonated
940	Water_not_bottled
941	Water_bottled
942	Water_bottled_fortified
943	Water_baby_food
95	Formulated_nutrition_beverages_energy_drinks_sports_drinks_function
951	Nutrition_drinks
952	Nutrition_powders
9531	Energy_drinks
9532	Sports_drinks
9533	Fluid_replacements
9534	Other_functional_beverages
