Main.food.description	FoodID
Chicken_drumstick_fried_no_coating_skin_eaten_W_MARGARINE_NFS	24144210.205939
Chicken_or_turkey_rice_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_sauce_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27345010.207546
Gumbo_no_rice_New_Orleans_type_with_shellfish_pork_and_or_poultry_tomatoes_okra_W_O_FAT	27464000.207146
Milk_gravy_quick_gravy_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	13412000.207008
Milk_fruit_drink_W_1_MILK	11551050.206927
Chicken_or_turkey_potatoes_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_tomato_based_sauce_mixture_W_O_FAT	27341055.207734
Pudding_chocolate_prepared_from_dry_mix_milk_added_W_COCONUT_MILK	13220120.207589
Paella_with_seafood_W_O_FAT	27350020.207825
Peas_green_cooked_from_canned_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75224033.205763
Chicken_or_turkey_and_noodles_with_cream_or_white_sauce_mixture_W_BUTTER_NFS	27242300.207437
Beans_green_string_with_onions_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75302210.206944
Chicken_or_turkey_noodles_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_cream_sauce_white_sauce_or_mushroom_soup_based_sauce_mixture_W_O_FAT	27343470.207822
Chicken_or_turkey_noodles_and_vegetables_excluding_carrots_broccoli_and_or_dark_green_leafy_cream_sauce_white_sauce_or_mushroom_soup_based_sauce_mixture_W_O_FAT	27343480.207755
Plantain_fried_NS_as_to_green_or_ripe_W_MARGARINE_NFS	71900200.203030
Collards_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72107222.205859
Milk_gravy_quick_gravy_W_O_FAT	13412000.206701
Coffee_latte_decaffeinated_W_WHOLE_MILK	92101910.206444
Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_MARGARINE_NFS	24157210.205461
Beans_string_green_with_almonds_cooked_fat_added_in_cooking_W_BUTTER_NFS	75302045.207673
Chicken_leg_drumstick_and_thigh_fried_no_coating_skin_eaten_W_MARGARINE_NFS	24134210.206526
Chicken_breast_coated_baked_or_fried_prepared_skinless_NS_as_to_coating_eaten_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	24127140.205666
Peppers_green_cooked_fat_added_in_cooking_W_VEGETABLE_SHORTENING	75226020.206250
Mushrooms_cooked_from_canned_fat_added_in_cooking_W_BUTTER_NFS	75219023.204919
Beef_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_no_sauce_mixture_W_O_FAT	27410210.207029
Peas_cowpeas_field_peas_or_blackeye_peas_not_dried_cooked_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75223021.205105
Custard_Puerto_Rican_style_Flan_W_WHOLE_MILK	13210350.202769
Beef_and_vegetables_including_carrots_broccoli_and_or_dark_green_leafy_no_potatoes_gravy_mixture_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27416450.207684
Spinach_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	72125222.205193
Chicken_or_turkey_noodles_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_cheese_sauce_mixture_W_O_FAT	27343960.207193
Carrots_cooked_from_canned_glazed_W_O_FAT	73102243.203374
Ham_and_noodles_no_sauce_mixture_W_O_FAT	27220210.101347
Chicken_or_turkey_with_cream_sauce_mixture_W_BUTTER_NFS	27143000.204791
Grits_cooked_corn_or_hominy_with_cheese_instant_fat_not_added_in_cooking_W_MILK_NFS	56201091.207814
Liver_beef_or_calves_and_onions_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27460750.207545
Chicken_or_turkey_and_vegetables_excluding_carrots_broccoli_and_dark_green_leafy_no_potatoes_soy_based_sauce_mixture_W_O_FAT	27445120.207719
Artichoke_globe_French_cooked_from_fresh_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75201021.206492
Pinto_calico_or_red_Mexican_beans_dry_cooked_fat_added_in_cooking_W_BUTTER_NFS	41104010.100416
Squash_winter_type_baked_fat_added_in_cooking_no_sugar_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	73303020.204949
Wheat_cream_of_cooked_instant_fat_added_in_cooking_W_MILK	56207060.101328
Chicken_thigh_coated_baked_or_fried_prepared_with_skin_skin_coating_eaten_W_O_FAT	24157210.205845
Spinach_cooked_NS_as_to_form_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	72125220.101287
Rutabaga_cooked_fat_added_in_cooking_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	75228020.201579
Okra_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75220022.206016
Whole_wheat_cereal_wheat_and_barley_cooked_fat_added_in_cooking_W_MILK	56207330.206406
Grits_cooked_corn_or_hominy_instant_fat_not_added_in_cooking_W_MILK	56201210.101322
Pigeon_pea_asopao_Asopao_de_gandules_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	58156610.206051
Tuna_noodle_casserole_with_vegetables_cream_or_white_sauce_W_VEGETABLE_OIL_NFS_INCLUDE_OIL_NFS_	27350080.207702
Rice_brown_with_beans_and_tomatoes_W_O_FAT	58161325.207605
Broccoli_casserole_broccoli_rice_cheese_and_mushroom_sauce_W_VEGETABLE_OIL_NFS	72202020.207211
Gravy_beef_or_meat_home_recipe_W_MARGARINE_NFS	28500070.206587
Carrots_cooked_from_frozen_glazed_W_O_FAT	73102242.206653
Beans_lima_immature_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75204022.205844
Onions_mature_cooked_or_sauteed_from_fresh_fat_added_in_cooking_W_ANIMAL_FAT_OR_MEAT_DRIPPINGS	75221021.205139
Brussels_sprouts_cooked_from_frozen_fat_added_in_cooking_W_ANIMAL_FAT_OR_DRIPPINGS	75209022.207533
Chicken_wing_fried_no_coating_skin_not_eaten_W_MARGARINE_NFS	24164120.206098
