Food_Item_ID	FoodCode	ModCode	Food Name	portioncode	portioncode addendum	portion_code	portionwgt	Portion_Factor	portiondesc	increment	default portion	Use as default
1138	27146150	000000	Chicken curry	10205	00	1020500	236.00	2.4	cup	0.25	1	1
1138	27146150	000000	Chicken curry	60559	01	6055901	106.00	1.1	drumstick with sauce	0.50	1	0
1138	27146150	000000	Chicken curry	60562	01	6056201	233.00	2.3	leg (drumstick and thigh) with sauce	0.50	1	0
1138	27146150	000000	Chicken curry	60564	01	6056401	126.00	1.3	thigh with sauce	0.50	1	0
1138	27146150	000000	Chicken curry	60566	02	6056602	69.00	0.7	wing with sauce	1.00	1	0
1138	27146150	000000	Chicken curry	62388	00	6238800	200.00	2.0	breast with sauce	0.50	1	0
1139	27146160	000000	Chicken with mole sauce	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1140	27146200	000000	Chicken or turkey with cheese sauce	10205	00	1020500	241.00	2.4	cup	0.25	1	1
1141	27146250	000000	Chicken or turkey cordon bleu	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1141	27146250	000000	Chicken or turkey cordon bleu	61829	00	6182900	229.00	2.3	roll	0.25	1	1
1142	27146300	000000	Chicken or turkey parmigiana	10205	00	1020500	209.00	2.1	cup	0.25	1	0
1142	27146300	000000	Chicken or turkey parmigiana	61742	00	6174200	182.00	1.8	patty with sauce and cheese	0.50	1	1
1142	27146300	000000	Chicken or turkey parmigiana	63885	00	6388500	159.00	1.6	chicken breast with sauce and cheese	0.50	1	0
1142	27146300	000000	Chicken or turkey parmigiana	63886	00	6388600	106.00	1.1	chicken thigh with sauce and cheese	0.50	1	0
1143	27146350	000000	Lemon chicken, Chinese style	10205	00	1020500	252.00	2.5	cup	0.25	1	0
1143	27146350	000000	Lemon chicken, Chinese style	60559	01	6055901	71.00	0.7	drumstick with sauce	0.50	1	0
1143	27146350	000000	Lemon chicken, Chinese style	60562	01	6056201	156.00	1.6	leg (drumstick and thigh) with sauce	0.50	1	0
1143	27146350	000000	Lemon chicken, Chinese style	60564	01	6056401	85.00	0.9	thigh with sauce	0.50	1	0
1143	27146350	000000	Lemon chicken, Chinese style	60566	02	6056602	47.00	0.5	wing with sauce	1.00	1	0
1143	27146350	000000	Lemon chicken, Chinese style	62388	00	6238800	134.00	1.3	breast with sauce	0.50	1	1
5901	27146360	000000	Sesame chicken	10205	00	1020500	252.00	2.5	cup	0.50	1	1
1144	27146400	000000	Chicken kiev	61894	00	6189400	258.00	2.6	portion (1 whole breast)	0.25	1	1
5902	27150020	000000	Deviled crab	10205	00	1020500	175.00	1.8	cup	0.25	1	1
1145	27150030	000000	Crab imperial	10205	00	1020500	259.00	2.6	cup	0.25	1	0
1145	27150030	000000	Crab imperial	62262	00	6226200	194.00	1.9	stuffed crab shell	0.25	1	1
1146	27150050	000000	Fish timbale or mousse	10205	00	1020500	175.00	1.8	cup	0.25	1	1
1147	27150060	000000	Lobster newburg	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1148	27150100	000000	Shrimp curry	10205	00	1020500	236.00	2.4	cup	0.25	1	1
1149	27150110	000000	Shrimp cocktail	10205	00	1020500	230.00	2.3	cup	0.25	1	0
1149	27150110	000000	Shrimp cocktail	61914	00	6191400	23.00	0.2	shrimp with sauce	1.00	1	1
5903	27150130	000000	Seafood newburg (mixed seafood in cream sauce)	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1150	27150140	000000	White clam sauce, made with olive oil 	10205	00	1020500	240.00	2.4	cup	0.25	1	1
1151	27150140	100425	White clam sauce, made with butter	10205	00	1020500	240.00	2.4	cup	0.25	1	1
1152	27150160	000000	Shrimp with lobster sauce	10205	00	1020500	185.00	1.9	cup	0.25	1	1
1153	27150170	000000	Sweet and sour shrimp	10205	00	1020500	176.00	1.8	cup	0.25	1	1
1153	27150170	000000	Sweet and sour shrimp	61913	00	6191300	12.00	0.1	shrimp	1.00	1	0
5904	27150200	000000	Oyster cream sauce	10205	00	1020500	256.00	2.6	cup	0.25	1	1
5904	27150200	000000	Oyster cream sauce	21000	00	2100000	16.00	0.2	tablespoon	1.00	1	0
1154	27150210	000000	Fish sauce	10205	00	1020500	269.00	2.7	cup	0.25	1	0
1154	27150210	000000	Fish sauce	22000	00	2200000	6.00	0.1	teaspoon	0.25	1	0
1154	27150210	000000	Fish sauce	98000	00	9800000	16.80	0.2	tablespoon	0.50	1	1
1155	27150230	000000	Shrimp scampi, made with butter	10205	00	1020500	136.00	1.4	cup	0.25	1	1
1155	27150230	000000	Shrimp scampi, made with butter	61913	00	6191300	8.00	0.1	shrimp	1.00	1	0
1156	27150230	205680	Shrimp scampi, made with margarine	10205	00	1020500	136.00	1.4	cup	0.25	1	1
1156	27150230	205680	Shrimp scampi, made with margarine	61913	00	6191300	8.00	0.1	shrimp	1.00	1	0
1157	27150230	206227	Shrimp scampi, made with vegetable oil	10205	00	1020500	136.00	1.4	cup	0.25	1	1
1157	27150230	206227	Shrimp scampi, made with vegetable oil	61913	00	6191300	8.00	0.1	shrimp	1.00	1	0
5905	27150310	000000	Sauteed fish with tomatoes	10205	00	1020500	222.00	2.2	cup	0.25	1	1
1158	27150320	000000	Fish curry	10205	00	1020500	236.00	2.4	cup	0.25	1	1
5906	27150330	000000	Mussels in tomato sauce	10205	00	1020500	240.00	2.4	cup	0.50	1	1
5906	27150330	000000	Mussels in tomato sauce	61499	00	6149900	12.00	0.1	mussel with sauce	1.00	1	0
1159	27150410	000000	Shrimp teriyaki	10205	00	1020500	201.00	2.0	cup	0.25	1	1
1160	27151030	000000	Marinated fish (Ceviche)	10205	00	1020500	250.00	2.5	cup	0.25	1	1
1161	27162060	000000	Spaghetti sauce, with meat and vegetables, homemade-style	10205	00	1020500	249.00	2.5	cup	0.25	1	1
1162	27211100	000000	Beef stew with tomato-based sauce and potatoes	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1163	27211110	000000	Mexican style beef stew with tomato-based sauce and potatoes	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1164	27211150	000000	Beef goulash, with potatoes	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1165	27211200	000000	Beef stew with potatoes and gravy	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1166	27211300	000000	Roast beef hash	10205	00	1020500	190.00	1.9	cup	0.25	1	1
1167	27211400	000000	Corned beef hash	10029	01	1002901	220.00	2.2	cup, canned	0.25	1	1
1167	27211400	000000	Corned beef hash	10108	00	1010800	190.00	1.9	cup, homemade	0.25	1	0
1167	27211400	000000	Corned beef hash	60987	00	6098700	716.00	7.2	large can (25.25 oz)	0.25	1	0
1167	27211400	000000	Corned beef hash	61313	00	6131300	425.00	4.3	medium can (15 oz)	0.25	1	0
1167	27211400	000000	Corned beef hash	62080	00	6208000	198.00	2.0	small can (7 oz)	0.25	1	0
1168	27212050	000000	Beef and macaroni with cheese sauce (Hamburger Helper)	10205	00	1020500	246.00	2.5	cup	0.25	1	1
1169	27212100	000000	Beef and noodles with tomato-based sauce (Hamburger Helper)	10205	00	1020500	249.00	2.5	cup	0.25	1	1
1170	27212120	000000	Chili con carne with beans and macaroni	10205	00	1020500	253.00	2.5	cup	0.25	1	1
1171	27212150	000000	Beef goulash, with noodles	10205	00	1020500	249.00	2.5	cup	0.25	1	1
1172	27212350	000000	Beef stroganoff, with noodles (Hamburger Helper)	10205	00	1020500	256.00	2.6	cup	0.25	1	1
5907	27213010	000000	Lamb biryani	10205	00	1020500	196.00	2.0	cup	0.25	1	1
1173	27213150	000000	Chili con carne, with beans and rice	10205	00	1020500	250.00	2.5	cup	0.25	1	1
1174	27213500	000000	Beef and rice with soy-based sauce (Hamburger Helper) 	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1175	27213600	000000	Beef and rice with cheese sauce (Hamburger Helper Cheesy Enchilada)	10205	00	1020500	248.00	2.5	cup	0.25	1	1
1176	27214100	000000	Meat loaf, made with beef	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1176	27214100	000000	Meat loaf, made with beef	40000	02	4000002	28.35	0.3	ounce(s), cooked	1.00	1	0
1176	27214100	000000	Meat loaf, made with beef	60585	00	6058500	7.00	0.1	cocktail meatball	1.00	1	0
1176	27214100	000000	Meat loaf, made with beef	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1176	27214100	000000	Meat loaf, made with beef	61042	00	6104200	134.00	1.3	large patty	0.50	1	0
1176	27214100	000000	Meat loaf, made with beef	61069	00	6106900	144.00	1.4	large slice	0.50	1	0
1176	27214100	000000	Meat loaf, made with beef	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1176	27214100	000000	Meat loaf, made with beef	61375	00	6137500	101.00	1.0	medium patty	0.50	1	0
1176	27214100	000000	Meat loaf, made with beef	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1176	27214100	000000	Meat loaf, made with beef	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1176	27214100	000000	Meat loaf, made with beef	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
1176	27214100	000000	Meat loaf, made with beef	62142	00	6214200	81.00	0.8	small patty	0.50	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	10205	00	1020500	178.00	1.8	cup	0.25	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	60585	00	6058500	9.00	0.1	cocktail meatball	1.00	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61033	00	6103300	53.00	0.5	large meatball	1.00	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61042	00	6104200	170.00	1.7	large patty	0.50	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61069	00	6106900	183.00	1.8	large slice	0.50	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61369	00	6136900	36.00	0.4	medium meatball	1.00	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61375	00	6137500	128.00	1.3	medium patty	0.50	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	61398	00	6139800	137.00	1.4	medium slice	0.50	1	1
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	62127	00	6212700	18.00	0.2	small meatball	1.00	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	62138	00	6213800	109.00	1.1	small or thin slice	0.50	1	0
1177	27214110	000000	Meat loaf, made with beef, with tomato-based sauce	62142	00	6214200	103.00	1.0	small patty	0.50	1	0
5908	27214300	000000	Beef wellington	61935	03	6193503	116.00	1.2	slice	1.00	1	1
5909	27214500	000000	Corned beef patty	61633	00	6163300	100.00	1.0	patty	0.50	1	1
1178	27214600	000000	Creamed chipped beef on toast	62001	00	6200100	145.00	1.4	slice toast with sauce	0.50	1	1
1179	27220010	000000	Meat loaf made with ham (ham loaf)	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	60585	00	6058500	7.00	0.1	cocktail meatball	1.00	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	61069	00	6106900	144.00	1.4	large slice	0.50	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1179	27220010	000000	Meat loaf made with ham (ham loaf)	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1179	27220010	000000	Meat loaf made with ham (ham loaf)	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
5910	27220050	000000	Stuffed pork	10205	00	1020500	200.00	2.0	cup	0.50	1	0
5910	27220050	000000	Stuffed pork	62264	00	6226400	155.00	1.6	stuffed pork chop	0.50	1	1
5911	27220080	000000	Ham croquette	10205	00	1020500	140.00	1.4	cup	0.50	1	0
5911	27220080	000000	Ham croquette	60638	00	6063800	62.00	0.6	croquette	0.50	1	1
1180	27235000	000000	Meat loaf, made with venison	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1180	27235000	000000	Meat loaf, made with venison	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1180	27235000	000000	Meat loaf, made with venison	61069	00	6106900	144.00	1.4	large slice	0.50	1	0
1180	27235000	000000	Meat loaf, made with venison	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1180	27235000	000000	Meat loaf, made with venison	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1180	27235000	000000	Meat loaf, made with venison	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1180	27235000	000000	Meat loaf, made with venison	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
1181	27241000	000000	Chicken or turkey hash	10205	00	1020500	190.00	1.9	cup	0.25	1	1
1182	27242300	000000	Chicken or turkey casserole, with noodles and white sauce	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1183	27242310	000000	Chicken or turkey casserole, with noodles and cheese sauce	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1184	27242350	000000	Chicken or turkey tetrazzini	10205	00	1020500	246.00	2.5	cup	0.25	1	1
1185	27242400	000000	Chicken or turkey casserole, with noodles and tomato-based sauce	10205	00	1020500	224.00	2.2	cup	0.25	1	1
5912	27243100	000000	Chicken biryani	10205	00	1020500	196.00	2.0	cup	0.25	1	1
1186	27243300	000000	Chicken or turkey casserole, with rice and white sauce (Chicken Helper)	10205	00	1020500	248.00	2.5	cup	0.25	1	1
1187	27243500	000000	Chicken or turkey casserole, with rice and tomato-based sauce	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1188	27243600	000000	Chicken or turkey casserole, with rice and soy-based sauce (Chicken Helper Chicken Teriyaki)	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1189	27246100	000000	Chicken or turkey with dumplings	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1190	27246200	000000	Chicken or turkey with stuffing	10205	00	1020500	200.00	2.0	cup	0.25	1	1
1191	27246300	000000	Chicken or turkey croquette	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1191	27246300	000000	Chicken or turkey croquette	60479	00	6047900	85.00	0.9	cake or patty	0.50	1	1
1191	27246300	000000	Chicken or turkey croquette	60637	00	6063700	62.00	0.6	croquette	1.00	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	10205	00	1020500	140.00	1.4	cup	0.25	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	60585	00	6058500	7.00	0.1	cocktail meatball	1.00	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	61039	00	6103900	144.00	1.4	large or thick slice	0.50	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1192	27246500	000000	Meat loaf, made with chicken or turkey	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1192	27246500	000000	Meat loaf, made with chicken or turkey	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	10205	00	1020500	178.00	1.8	cup	0.25	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	60585	00	6058500	9.00	0.1	cocktail meatball	1.00	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	61033	00	6103300	53.00	0.5	large meatball	1.00	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	61039	00	6103900	183.00	1.8	large or thick slice	0.50	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	61369	00	6136900	36.00	0.4	medium meatball	1.00	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	61398	00	6139800	137.00	1.4	medium slice	0.50	1	1
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	62127	00	6212700	18.00	0.2	small meatball	1.00	1	0
1193	27246505	000000	Meat loaf, made with chicken or turkey, with tomato-based sauce	62138	00	6213800	109.00	1.1	small or thin slice	0.50	1	0
5913	27250020	000000	Stuffed clams	60941	00	6094100	52.00	0.5	large clam	1.00	1	1
5913	27250020	000000	Stuffed clams	62023	00	6202300	26.00	0.3	small clam	1.00	1	0
1194	27250030	000000	Codfish ball or cake	60338	01	6033801	63.00	0.6	codfish ball	1.00	1	0
1194	27250030	000000	Codfish ball or cake	60463	01	6046301	120.00	1.2	codfish cake	0.50	1	1
1195	27250040	000000	Crab cake, sauteed in butter	63807	00	6380700	63.00	0.6	cake (2-3/4 across, 3/4 high)	0.50	1	1
1196	27250040	204665	Crab cake, cooked without added fat	63807	00	6380700	63.00	0.6	cake (2-3/4 across, 3/4 high)	0.50	1	1
1197	27250040	205237	Crab cake, sauteed in oil 	63807	00	6380700	63.00	0.6	cake (2-3/4 across, 3/4 high)	0.50	1	1
1198	27250060	000000	Gefilte fish	10205	00	1020500	227.00	2.3	cup	0.25	1	1
1198	27250060	000000	Gefilte fish	63994	00	6399400	68.00	0.7	piece with broth	1.00	1	0
1199	27250070	000000	Salmon cake, patty or croquette, fried in shortening	60338	00	6033800	63.00	0.6	ball	1.00	1	0
1199	27250070	000000	Salmon cake, patty or croquette, fried in shortening	60479	00	6047900	120.00	1.2	cake or patty	0.50	1	1
1200	27250070	100813	Salmon cake, patty or croquette, fried in oil 	60338	00	6033800	63.00	0.6	ball	1.00	1	0
1200	27250070	100813	Salmon cake, patty or croquette, fried in oil 	60479	00	6047900	120.00	1.2	cake or patty	0.50	1	1
1201	27250130	000000	Shrimp noodle casserole, with cheese sauce	10205	00	1020500	224.00	2.2	cup	0.25	1	1
5914	27250160	000000	Tuna cakes	60479	00	6047900	120.00	1.2	cake or patty	0.50	1	1
1202	27250220	000000	Oyster fritter	60800	00	6080000	40.00	0.4	fritter	1.00	1	1
1203	27250250	000000	Flounder with crab stuffing	61667	13	6166713	210.00	2.1	piece	0.25	1	1
1204	27250260	000000	Lobster with bread stuffing, baked	61162	00	6116200	400.00	4.0	lobster	0.25	1	1
1205	27250270	000000	Clams Casino	60580	00	6058000	30.00	0.3	clam	1.00	1	1
5915	27250400	000000	Shrimp cakes	60479	00	6047900	120.00	1.2	cake or patty	0.50	1	1
1206	27250410	000000	Shrimp with crab stuffing	10205	00	1020500	140.00	1.4	cup	0.25	1	1
1206	27250410	000000	Shrimp with crab stuffing	62265	00	6226500	16.00	0.2	stuffed shrimp	1.00	1	0
1207	27250450	000000	Shrimp toast, fried	96666	01	9666601	96.00	1.0	slice	0.25	1	1
1208	27250520	000000	Seafood restructured (imitation crab meat)	10040	00	1004000	126.00	1.3	cup, chunks or flakes	0.25	1	1
1209	27250610	000000	Tuna noodle casserole, with cream or white sauce, no vegetables	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1210	27250630	000000	Tuna noodle casserole, made with mushroom soup, no vegetables	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1211	27250710	000000	Tuna rice casserole, made with mushroom soup, no vegetables	10205	00	1020500	248.00	2.5	cup	0.25	1	1
1212	27260080	000000	Meat loaf, made with beef and pork	60585	00	6058500	7.00	0.1	cocktail meatball	1.00	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61042	00	6104200	134.00	1.3	large patty	0.50	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61069	00	6106900	144.00	1.4	large slice	0.50	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61375	00	6137500	101.00	1.0	medium patty	0.50	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1212	27260080	000000	Meat loaf, made with beef and pork	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
1212	27260080	000000	Meat loaf, made with beef and pork	62142	00	6214200	81.00	0.8	small patty	0.50	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	60585	00	6058500	7.00	0.1	cocktail meatball	1.00	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61033	00	6103300	42.00	0.4	large meatball	1.00	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61042	00	6104200	134.00	1.3	large patty	0.50	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61069	00	6106900	144.00	1.4	large slice	0.50	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61369	00	6136900	28.00	0.3	medium meatball	1.00	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61375	00	6137500	101.00	1.0	medium patty	0.50	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	61398	00	6139800	108.00	1.1	medium slice	0.50	1	1
1213	27260090	000000	Meat loaf, made with beef, veal and pork	62127	00	6212700	14.00	0.1	small meatball	1.00	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	62138	00	6213800	86.00	0.9	small or thin slice	0.50	1	0
1213	27260090	000000	Meat loaf, made with beef, veal and pork	62142	00	6214200	81.00	0.8	small patty	0.50	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	60585	00	6058500	9.00	0.1	cocktail meatball	1.00	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61033	00	6103300	53.00	0.5	large meatball	1.00	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61042	00	6104200	170.00	1.7	large patty	0.50	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61069	00	6106900	183.00	1.8	large slice	0.50	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61369	00	6136900	36.00	0.4	medium meatball	1.00	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61375	00	6137500	128.00	1.3	medium patty	0.50	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	61398	00	6139800	137.00	1.4	medium slice	0.50	1	1
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	62127	00	6212700	18.00	0.2	small meatball	1.00	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	62138	00	6213800	109.00	1.1	small or thin slice	0.50	1	0
1214	27260100	000000	Meat loaf, made with beef and pork, with tomato-based sauce	62142	00	6214200	103.00	1.0	small patty	0.50	1	0
1215	27311310	000000	Beef stew, in tomato-based sauce, with potatoes and carrots (Dinty Moore)	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1215	27311310	000000	Beef stew, in tomato-based sauce, with potatoes and carrots (Dinty Moore)	63864	00	6386400	680.00	6.8	can (24 oz)	0.25	1	0
1216	27311320	000000	Beef stew, in tomato-based sauce, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1217	27311410	000000	Beef stew, in gravy, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1218	27311420	000000	Beef stew, in gravy, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1219	27311510	000000	Shepherd's pie, made with beef	10205	00	1020500	243.00	2.4	cup	0.25	1	1
1220	27313110	000000	Beef chow mein (chop suey), with chow mein noodles	10205	00	1020500	220.00	2.2	cup	0.25	1	1
1221	27315250	000000	Stuffed cabbage rolls, with beef and rice	10205	00	1020500	162.00	1.6	cup	0.25	1	0
1221	27315250	000000	Stuffed cabbage rolls, with beef and rice	60462	00	6046200	103.00	1.0	cabbage roll	0.50	1	1
1222	27315270	000000	Stuffed grape leaves, with beef and rice	10205	00	1020500	162.00	1.6	cup	0.25	1	0
1222	27315270	000000	Stuffed grape leaves, with beef and rice	61823	00	6182300	21.00	0.2	roll	0.50	1	1
1223	27317010	000000	Beef pot pie	10205	00	1020500	252.00	2.5	cup	0.25	1	0
1223	27317010	000000	Beef pot pie	61661	00	6166100	454.00	4.5	16-ounce pie (Hungry Man)	0.25	1	0
1223	27317010	000000	Beef pot pie	61663	00	6166300	227.00	2.3	8-ounce pie (4-5 across)	0.25	1	1
1223	27317010	000000	Beef pot pie	96000	04	9600004	106.20	1.1	piece (1/6 of 9 pie)	1.00	1	0
1224	27320310	000000	Pork chow mein (chop suey), with chow mein noodles	10205	00	1020500	220.00	2.2	cup	0.25	1	1
1225	27320500	000000	Sweet and sour pork, with rice	10205	00	1020500	244.00	2.4	cup	0.25	1	1
1226	27330010	000000	Shepherd's pie, made with lamb	10205	00	1020500	243.00	2.4	cup	0.25	1	1
1226	27330010	000000	Shepherd's pie, made with lamb	96000	03	9600003	101.30	1.0	piece (1/6 of 8 pie)	1.00	1	0
1227	27330030	000000	Lamb stew, in gravy, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1228	27330110	000000	Lamb stew, in gravy, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1229	27330170	000000	Stuffed grape leaves, with lamb and rice	10205	00	1020500	162.00	1.6	cup	0.25	1	0
1229	27330170	000000	Stuffed grape leaves, with lamb and rice	61823	00	6182300	21.00	0.2	roll	0.50	1	1
1230	27330210	000000	Lamb stew, in tomato-based sauce, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1231	27330220	000000	Lamb stew, in tomato-based sauce, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1232	27335100	000000	Rabbit stew, with potatoes and vegetables	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1233	27336100	000000	Venison, (deer), stew, in tomato-based sauce, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1234	27336150	000000	Venison, (deer), stew, in tomato-based sauce, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1235	27336200	000000	Venison, (deer), stew, in gravy, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1236	27336250	000000	Venison, (deer), stew, in gravy, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1237	27341000	000000	Chicken or turkey, potatoes, corn, and cheese, with gravy (KFC Mashed Potato Bowl with Gravy)	64230	00	6423000	531.00	5.3	KFC Bowl	0.25	1	1
1238	27341310	000000	Chicken or turkey stew, in gravy, with potatoes and carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1239	27341320	000000	Chicken or turkey stew, in gravy, with potatoes, no carrots	10205	00	1020500	252.00	2.5	cup	0.25	1	1
1240	27341510	000000	Chicken or turkey stew, in tomato-based sauce, with potatoes and carrots	10205	00	1020500	247.00	2.5	cup	0.25	1	1
1241	27341520	000000	Chicken or turkey stew, in tomato-based sauce, with potato, no carrots	10205	00	1020500	247.00	2.5	cup	0.25	1	1
1242	27343470	000000	Chicken or turkey noodle casserole, made with mushroom soup, with carrots	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1243	27343480	000000	Chicken or turkey noodle casserole, made with mushroom soup, no carrots	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1244	27343510	000000	Chicken or turkey stew, in tomato-based sauce, with noodles, with carrots	10205	00	1020500	224.00	2.2	cup	0.25	1	1
1245	27343520	000000	Chicken or turkey stew, in tomato-based sauce, with noodles, no carrots	10205	00	1020500	224.00	2.2	cup	0.25	1	1
