FoodID	Diet.ID	FoodAmt	Main.food.description	FoodCode	ModCode	Protein (g)	Total Fat (g)	Carbohydrate (g)	Energy (kcal)	Total Sugars (g)	Total Dietary Fiber (g)
11112110.0	CS.218	244	2_milk	11112110	0	8.051756	4.8312	11.711756	122	12.345912	0
11112110.0	CS.263	488	2_milk	11112110	0	16.103512	9.6624	23.423512	244	24.691824	0
11112110.0	CS.264	732	2_milk	11112110	0	24.155268	14.4936	35.135268	366	37.037736	0
11112110.0	CS.278	244	2_milk	11112110	0	8.051756	4.8312	11.711756	122	12.345912	0
11112110.0	CS.297	244	2_milk	11112110	0	8.051756	4.8312	11.711756	122	12.345912	0
11112110.0	CS.311	122	2_milk	11112110	0	4.025878	2.4156	5.855878	61	6.172956	0
11112110.0	CS.350	244	2_milk	11112110	0	8.051756	4.8312	11.711756	122	12.345912	0
11112110.0	CS.351	61	2_milk	11112110	0	2.012939	1.2078	2.927939	30.5	3.086478	0
11112110.0	CS.388	244	2_milk	11112110	0	8.051756	4.8312	11.711756	122	12.345912	0
11112110.0	CS.395	488	2_milk	11112110	0	16.103512	9.6624	23.423512	244	24.691824	0
11112110.0	T.CS.111	61	2_milk	11112110	0	2.012939	1.2078	2.927939	30.5	3.086478	0
11112210.0	CS.177	61	1_milk	11112210	0	2.0557	0.5917	3.0439	25.62	3.172	0
11112210.0	CS.186	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	CS.243	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	CS.265	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	CS.270	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	CS.280	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	CS.305	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	CS.323	15	1_milk	11112210	0	0.5055	0.1455	0.7485	6.3	0.78	0
11112210.0	CS.332	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.001.M2	732	1_milk	11112210	0	24.6684	7.1004	36.5268	307.44	38.064	0
11112210.0	L.001.M4	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.001.M5	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.001.M7	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.002.M5	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.004.M2	122	1_milk	11112210	0	4.1114	1.1834	6.0878	51.24	6.344	0
11112210.0	L.004.M4	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.004.M5	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.006.M3	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.008.M2	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.008.M3	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.008.M5	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.022.M3	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.031.M2	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.031.M4	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.031.M6	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	L.035.M2	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.035.M3	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.035.M4	488	1_milk	11112210	0	16.4456	4.7336	24.3512	204.96	25.376	0
11112210.0	L.035.M5	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11112210.0	T.CS.116	183	1_milk	11112210	0	6.1671	1.7751	9.1317	76.86	9.516	0
11112210.0	T.CS.119	122	1_milk	11112210	0	4.1114	1.1834	6.0878	51.24	6.344	0
11112210.0	T.CS.163	244	1_milk	11112210	0	8.2228	2.3668	12.1756	102.48	12.688	0
11113000.0	CS.029	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.096	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.101	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.115	735	Fat_free_milk	11113000	0	24.7695	0.588	36.456	249.9	37.410765	0
11113000.0	CS.182	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.311	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.332	490	Fat_free_milk	11113000	0	16.513	0.392	24.304	166.6	24.94051	0
11113000.0	CS.349	1286.25	Fat_free_milk	11113000	0	43.346625	1.029	63.798	437.325	65.46883875	0
11113000.0	CS.389	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	CS.390	367.5	Fat_free_milk	11113000	0	12.38475	0.294	18.228	124.95	18.7053825	0
11113000.0	CS.391	735	Fat_free_milk	11113000	0	24.7695	0.588	36.456	249.9	37.410765	0
11113000.0	CS.393	490	Fat_free_milk	11113000	0	16.513	0.392	24.304	166.6	24.94051	0
11113000.0	L.001.M3	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11113000.0	L.036.M6	245	Fat_free_milk	11113000	0	8.2565	0.196	12.152	83.3	12.470255	0
11115400.0	L.025.M6	732	Yakult	11115400	0	0	0	96	400	88	0
11115400.0	T.CS.093	274.5	Yakult	11115400	0	0	0	36	150	33	0
11115400.0	T.CS.162	366	Yakult	11115400	0	0	0	48	200	44	0
11220000.0	T.CS.019	229.5	Condensed_milk	11220000	0	18.15345	19.966041	124.8477705	736.695	124.8477705	0
11320000.0	CS.032	245	Milk_soy_soy_beverage_	11320000	0	6.443255	3.626	12.2255	107.8	8.991255	0.49
11320000.0	CS.086	244.8	Milk_soy_soy_beverage_	11320000	0	6.4379952	3.62304	12.21552	107.712	8.9839152	0.4896
11320000.0	CS.166	122.5	Milk_soy_soy_beverage_	11320000	0	3.2216275	1.813	6.11275	53.9	4.4956275	0.245
11320000.0	CS.233	366	Milk_soy_soy_beverage_	11320000	0	9.625434	5.4168	18.2634	161.04	13.431834	0.732
11320000.0	CS.283	367.5	Milk_soy_soy_beverage_	11320000	0	9.6648825	5.439	18.33825	161.7	13.4868825	0.735
11320000.0	CS.349	796.25	Milk_soy_soy_beverage_	11320000	0	20.94057875	11.7845	39.732875	350.35	29.22157875	1.5925
11320000.0	CS.372	122.5	Milk_soy_soy_beverage_	11320000	0	3.2216275	1.813	6.11275	53.9	4.4956275	0.245
11320000.0	CS.377	245	Milk_soy_soy_beverage_	11320000	0	6.443255	3.626	12.2255	107.8	8.991255	0.49
11320000.0	L.004.M1	244.8	Milk_soy_soy_beverage_	11320000	0	6.4379952	3.62304	12.21552	107.712	8.9839152	0.4896
11320000.0	T.CS.025	122.5	Milk_soy_soy_beverage_	11320000	0	3.2216275	1.813	6.11275	53.9	4.4956275	0.245
11320000.0	T.CS.096	306.25	Milk_soy_soy_beverage_	11320000	0	8.05406875	4.5325	15.281875	134.75	11.23906875	0.6125
11321000.0	CS.166	60	Chocolate_soymilk	11321000	0	1.35594	0.918	5.96988	37.8	4.716	0.24
11350000.0	CS.115	245	Almond_milk	11350000	0	1.029	2.548	16.145255	93.1	15.3125	0.98
11350000.0	CS.145	245	Almond_milk	11350000	0	1.029	2.548	16.145255	93.1	15.3125	0.98
11350000.0	CS.181	245	Almond_milk	11350000	0	1.029	2.548	16.145255	93.1	15.3125	0.98
11350000.0	CS.255	183.75	Almond_milk	11350000	0	0.77175	1.911	12.10894125	69.825	11.484375	0.735
11350000.0	CS.275	61.25	Almond_milk	11350000	0	0.25725	0.637	4.03631375	23.275	3.828125	0.245
11350000.0	CS.385	122.5	Almond_milk	11350000	0	0.5145	1.274	8.0726275	46.55	7.65625	0.49
11350000.0	CS.386	61.25	Almond_milk	11350000	0	0.25725	0.637	4.03631375	23.275	3.828125	0.245
11411100.0	CS.029	227	Yogurt_plain_whole_milk	11411100	0	7.8769	7.3775	10.5782	138.47	10.5782	0
11411100.0	CS.177	15.31	Yogurt_plain_whole_milk	11411100	0	0.531257	0.497575	0.713446	9.3391	0.713446	0
11411100.0	CS.370	227	Yogurt_plain_whole_milk	11411100	0	7.8769	7.3775	10.5782	138.47	10.5782	0
11411200.0	CS.228	122.5	Yogurt_plain_low_fat	11411200	0	6.43125	1.89875	8.624	77.175	8.624	0
11411200.0	CS.256	227	Yogurt_plain_low_fat	11411200	0	11.9175	3.5185	15.9808	143.01	15.9808	0
11411200.0	CS.359	227	Yogurt_plain_low_fat	11411200	0	11.9175	3.5185	15.9808	143.01	15.9808	0
11411300.0	CS.117	113.5	Yogurt_plain_fat_free	11411300	0	6.50355	0.2043	8.7166865	63.56	8.7166865	0
11411300.0	CS.158	61.25	Yogurt_plain_fat_free	11411300	0	3.509625	0.11025	4.70393875	34.3	4.70393875	0
11411300.0	CS.181	113.5	Yogurt_plain_fat_free	11411300	0	6.50355	0.2043	8.7166865	63.56	8.7166865	0
11411300.0	CS.223	245	Yogurt_plain_fat_free	11411300	0	14.0385	0.441	18.815755	137.2	18.815755	0
11411300.0	CS.228	122.5	Yogurt_plain_fat_free	11411300	0	7.01925	0.2205	9.4078775	68.6	9.4078775	0
11411300.0	CS.263	122.5	Yogurt_plain_fat_free	11411300	0	7.01925	0.2205	9.4078775	68.6	9.4078775	0
11411300.0	CS.308	122.5	Yogurt_plain_fat_free	11411300	0	7.01925	0.2205	9.4078775	68.6	9.4078775	0
11411300.0	CS.326	61.25	Yogurt_plain_fat_free	11411300	0	3.509625	0.11025	4.70393875	34.3	4.70393875	0
11411300.0	CS.369	122.5	Yogurt_plain_fat_free	11411300	0	7.01925	0.2205	9.4078775	68.6	9.4078775	0
11411300.0	CS.377	122.5	Yogurt_plain_fat_free	11411300	0	7.01925	0.2205	9.4078775	68.6	9.4078775	0
11422000.0	CS.166	227	Yogurt_coffee_lowfat	11422000	0	11.190873	2.8375	31.326	192.95	31.326	0
11422000.0	CS.386	227	Yogurt_coffee_lowfat	11422000	0	11.190873	2.8375	31.326	192.95	31.326	0
11431000.0	CS.252	170	Yogurt_blueberry_whole_milk	11431000	0	7.276	5.44	31.688	202.3	31.688	0
11432000.0	CS.395	245	Yogurt_blueberry_lowfat	11432000	0	10.7065	2.646	46.6725	249.9	46.6725	0
11433000.0	CS.385	170	Yogurt_blueberry_fat_free	11433000	0	7.48	0.34	32.3	161.5	32.3	0
11447772.0	CS.270	170	Greek_yogurt_fruit_fat_free	11447772	0	13.991	0.34	19.992	139.4	18.989	1.02
11460170.0	CS.372	100	Frozen_yogurt_other_flavors_low_fat	11460170	0	4.4599	1.32	20.98	112	20.9499	0
11460300.0	CS.372	79.5	Frozen_yogurt_other_flavors_nonfat	11460300	0	3.50595	0	22.2123	102.555	7.0119	5.883
11512000.0	CS.177	500	Hot_chocolate_homemade_with_whole_milk	11512000	0	16.95	16.65	60.7	430	54.2995	4.5
11512000.0	CS.181	250	Hot_chocolate_homemade_with_whole_milk	11512000	0	8.475	8.325	30.35	215	27.14975	2.25
11512000.0	CS.252	250	Hot_chocolate_homemade_with_whole_milk	11512000	0	8.475	8.325	30.35	215	27.14975	2.25
11513300.0	CS.390	360	Hot_chocolate_Hershey_s_Nestle_s_Quick_made_from_mix_with_fat_free_skim_milk	11513300	0	12.492	0.936	43.164	230.4	41.076	1.44
11514100.0	CS.214	206	Hot_chocolate_Swiss_Miss_Carnation_made_from_dry_mix_with_milk_sugar_with_water	11514100	0	1.8952	1.133	23.751594	113.3	18.580788	1.03
11519200.0	CS.077	250	Milk_low_fat_1_with_strawberry_or_vanilla_flavor	11519200	0	7.75	2.275	31.925	177.5	31.65	0
11526000.202663	T.CS.177	235	Malted_milk_fortified_chocolate_with_1_milk	11526000	202663	8.2015	2.72553	26.555	162.15	24.393	0.94
11541110.100566	CS.249	210	Milk_shake_fountain_type_chocolate_with_2_milk	11541110	100566	6.783	8.904	45.024	281.4	38.136	1.68
11623000.0	CS.325	341	Ensure_Nutrition_Shake	11623000	0	11.935	4.773659	37.169	238.7	37.169	0
11641020.0	CS.363	512	Boost_Nutritional_Energy_Drink	11641020	0	29.184	11.264	66.56	481.28	66.56	0
11710800.0	CS.131	248	Pediasure	11710800	0	7	9	33	240	18	1
11830941.0	CS.206	387.5	Lean_25_Smoothie	11830941	0	31.25	0	7.5	212.5	2.5	3.75
12120100.0	CS.036	60.5	Cream_half_and_half	12120100	0	1.7908	6.9575	2.6014395	78.65	2.6014395	0
12120100.0	CS.145	22.65	Cream_half_and_half	12120100	0	0.67044	2.60475	0.97392735	29.445	0.97392735	0
12120100.0	CS.268	45.3	Cream_half_and_half	12120100	0	1.34088	5.2095	1.9478547	58.89	1.9478547	0
12120100.0	CS.323	30.2	Cream_half_and_half	12120100	0	0.89392	3.473	1.2985698	39.26	1.2985698	0
12120100.0	CS.359	15.1	Cream_half_and_half	12120100	0	0.44696	1.7365	0.6492849	19.63	0.6492849	0
12120100.0	CS.391	60.5	Cream_half_and_half	12120100	0	1.7908	6.9575	2.6014395	78.65	2.6014395	0
12130100.0	CS.115	476	Cream_heavy_whipping_cream_	12130100	0	9.757524	176.12	13.2804	1642.2	13.2804	0
12140110.0	CS.252	16	Cream_whipped_pressurized_container_fat_free	12140110	0	0.48	0.8	4	23.84	2.56	0.064
12140110.0	CS.390	16	Cream_whipped_pressurized_container_fat_free	12140110	0	0.48	0.8	4	23.84	2.56	0.064
12210200.0	CS.146	15	Coffee_creamer_liquid	12210200	0	0.15	1.4955	1.707	20.4	1.707	0
12210210.0	CS.039	30	Coffee_creamer_flavored_liquid	12210210	0	0.207	4.05	10.521	75.3	9.91197	0.33
13110100.0	CS.063	74	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	2.59	8.14	17.464	153.18	15.702652	0.518
13110100.0	CS.079	44	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	1.54	4.84	10.384	91.08	9.336712	0.308
13110100.0	CS.210	296	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	10.36	32.56	69.856	612.72	62.810608	2.072
13110100.0	CS.214	66	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	2.31	7.26	15.576	136.62	14.005068	0.462
13110100.0	CS.293	132	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	4.62	14.52	31.152	273.24	28.010136	0.924
13110100.0	CS.319	264	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	9.24	29.04	62.304	546.48	56.020272	1.848
13110100.0	CS.326	74	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	2.59	8.14	17.464	153.18	15.702652	0.518
13110100.0	T.CS.127	37	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	1.295	4.07	8.732	76.59	7.851326	0.259
13110100.0	T.CS.128	74	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	2.59	8.14	17.464	153.18	15.702652	0.518
13110100.0	T.CS.133	37	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	1.295	4.07	8.732	76.59	7.851326	0.259
13110100.0	T.CS.157	74	Ice_cream_regular_vanilla_or_other_flavors	13110100	0	2.59	8.14	17.464	153.18	15.702652	0.518
13110110.0	CS.176	74	Ice_cream_regular_chocolate	13110110	0	2.811926	8.14	20.867926	159.84	18.766326	0.888
13110110.0	CS.227	148	Ice_cream_regular_chocolate	13110110	0	5.623852	16.28	41.735852	319.68	37.532652	1.776
13110110.0	CS.331	37	Ice_cream_regular_chocolate	13110110	0	1.405963	4.07	10.433963	79.92	9.383163	0.444
13110110.0	CS.362	148	Ice_cream_regular_chocolate	13110110	0	5.623852	16.28	41.735852	319.68	37.532652	1.776
13110120.0	CS.380	37	Ben_and_Jerry_s_ice_cream_vanilla_or_other_flavors	13110120	0	1.295	5.993963	8.247226	92.13	7.640426	0
13120050.0	CS.235	56	Ice_cream_bar_no_coating	13120050	0	1.96	6.16	13.216	115.92	11.883088	0.392
13120730.0	L.005.M4	156	Ice_cream_cone_vanilla_ice_cream_or_other_flavors	13120730	0	5.865444	16.8012	41.7612	341.64	31.746	1.248
13120730.0	L.007.M3	78	Ice_cream_cone_vanilla_ice_cream_or_other_flavors	13120730	0	2.932722	8.4006	20.8806	170.82	15.873	0.624
13210410.200118	CS.298	56.25	Pudding_rice_with_reduced_fat_2_milk	13210410	200118	2.04525	0.9410625	15.01363125	75.2895	9.2491875	0.235125
13210500.0	T.CS.159	112	Tapioca	13210500	0	4	4	24	148	0	0
13210501.0	CS.164	205	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	1	7	48	254	15	1
13210501.0	L.034.M0	205	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	1	7	48	254	15	1
13210501.0	T.CS.007	102.5	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	0.5	3.5	24	127	7.5	0.5
13210501.0	T.CS.128	102.5	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	0.5	3.5	24	127	7.5	0.5
13210501.0	T.CS.130	205	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	1	7	48	254	15	1
13210501.0	T.CS.163	102.5	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	0.5	3.5	24	127	7.5	0.5
13210501.0	T.FS.CS.025	102.5	Thai_Tapioca_Dessert_w_Coconut_	13210501	0	0.5	3.5	24	127	7.5	0.5
13411000.205622	CS.359	62.5	Cream_sauce_made_with_butter	13411000	205622	2.3624375	6.675	5.70625	91.25	2.9875	0.125
14101010.0	CS.360	85.05	Blue_cheese	14101010	0	18.2005299	24.4431999	1.99008495	300.2265	0.42525	0
14104010.0	CS.060	19	Cheddar_cheese	14104010	0	4.730981	6.2966	0.2432	76.57	0.0988	0
14104010.0	CS.128	19	Cheddar_cheese	14104010	0	4.730981	6.2966	0.2432	76.57	0.0988	0
14104010.0	CS.145	28.25	Cheddar_cheese	14104010	0	7.03422175	9.36205	0.3616	113.8475	0.1469	0
14104010.0	CS.146	56.78	Cheddar_cheese	14104010	0	14.13816322	18.816892	0.726784	228.8234	0.295256	0
14104010.0	CS.147	38	Cheddar_cheese	14104010	0	9.461962	12.5932	0.4864	153.14	0.1976	0
14104010.0	CS.183	42.585	Cheddar_cheese	14104010	0	10.603622415	14.112669	0.545088	171.61755	0.221442	0
14104010.0	CS.195	19	Cheddar_cheese	14104010	0	4.730981	6.2966	0.2432	76.57	0.0988	0
14104010.0	CS.255	38	Cheddar_cheese	14104010	0	9.461962	12.5932	0.4864	153.14	0.1976	0
14104010.0	CS.309	19	Cheddar_cheese	14104010	0	4.730981	6.2966	0.2432	76.57	0.0988	0
14107030.0	CS.231	28.35	Cheese_Mozzarella_part_skim	14107030	0	7.35966	5.678505	1.085805	85.617	0.1701	0
14107040.0	CS.188	84	Cheese_Mozzarella_low_sodium	14107040	0	23.1	14.364	2.604	235.2	1.0332	0
14107060.0	CS.128	56.7	Cheese_Mozzarella_nonfat_or_fat_free	14107060	0	17.9738433	0	1.9845	79.947	0.83916	1.0206
14108400.0	CS.128	56.78	Cheese_Provolone	14108400	0	14.52421044	15.114836	1.215092	199.2978	0.317968	0
14120010.0	CS.181	56.5	Cheese_Mexican_blend	14120010	0	13.299987	16.10815	0.98875	202.27	0.69495	0
14204010.0	CS.129	169.5	Cheese_cottage_low_fat_1_2_fat_	14204010	0	20.05185	4.15275	6.2037	145.77	6.2204805	0
14301010.0	CS.184	58	Cheese_cream	14301010	0	3.439342	19.8592	2.3606	198.36	1.8618	0
14301010.0	CS.326	29	Cheese_cream	14301010	0	1.719671	9.9296	1.1803	99.18	0.9309	0
14301010.0	CS.360	14.5	Cheese_cream	14301010	0	0.8598355	4.9648	0.59015	49.59	0.46545	0
14410120.0	CS.369	42	Cheese_American_reduced_fat	14410120	0	7.392	5.922	4.452	100.8	3.368316	0
14410120.0	CS.374	21	Cheese_American_reduced_fat	14410120	0	3.696	2.961	2.226	50.4	1.684158	0
14410120.0	CS.377	42	Cheese_American_reduced_fat	14410120	0	7.392	5.922	4.452	100.8	3.368316	0
14650160.0	CS.214	121.5	Alfredo_sauce	14650160	0	9.6714	56.2788	2.6973	546.75	2.0655	0
14650160.0	CS.233	60.75	Alfredo_sauce	14650160	0	4.8357	28.1394	1.34865	273.375	1.03275	0
21101129.0	CS.242	28.32	Steak_beef_raw_filet_boneless	21101129	0	5.93604192	2.39337984	0	46.920576	0	0
21101130.0	CS.061	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.066	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.128	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.159	28.35	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	8.20449	1.51386165	0	46.494	0	0
21101130.0	CS.270	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.275	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.276	56.7	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	16.40898	3.0277233	0	92.988	0	0
21101130.0	CS.290	85.05	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	24.61347	4.54158495	0	139.482	0	0
21101130.0	CS.322	226.8	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	65.63592	12.1108932	0	371.952	0	0
21101130.0	CS.374	226.8	Steak_beef_grilled_or_broiled_lean_only_eaten	21101130	0	65.63592	12.1108932	0	371.952	0	0
21102130.0	L.001.M7	510.3	Steak_beef_fried_lean_only_eaten	21102130	0	148.03803	25.515	0	821.583	0	0
21102130.0	T.CS.143	85.05	Steak_beef_fried_lean_only_eaten	21102130	0	24.673005	4.2525	0	136.9305	0	0
21304120.0	CS.125	153	Beef_shortribs_cooked_lean_only_eaten	21304120	0	46.665	27.5094	0	448.29	0	0
21304220.0	CS.345	306	Beef_shortribs_barbecued_with_sauce_lean_only_eaten	21304220	0	69.4008	41.0652	38.9844	823.14	31.7934	0.918
21401110.0	CS.067	28.35	Beef_roast_lean_and_fat_eaten_prime_rib_rib_roast_	21401110	0	8.4057183	1.261575	0	45.0765	0	0
21401110.0	CS.222	85.05	Beef_roast_lean_and_fat_eaten_prime_rib_rib_roast_	21401110	0	25.2171549	3.784725	0	135.2295	0	0
21401120.0	CS.081	67	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	19.516966	2.4857	0	100.5	0	0
21401120.0	CS.125	33.5	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	9.758483	1.24285	0	50.25	0	0
21401120.0	CS.135	126	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	36.703548	4.6746	0	189	0	0
21401120.0	CS.150	85.05	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	24.7748949	3.155355	0	127.575	0	0
21401120.0	CS.156	201	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	58.550898	7.4571	0	301.5	0	0
21401120.0	CS.159	28.35	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	8.2582983	1.051785	0	42.525	0	0
21401120.0	CS.187	21	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	6.117258	0.7791	0	31.5	0	0
21401120.0	CS.189	67	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	19.516966	2.4857	0	100.5	0	0
21401120.0	CS.204	85.05	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	24.7748949	3.155355	0	127.575	0	0
21401120.0	CS.247	85.05	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	24.7748949	3.155355	0	127.575	0	0
21401120.0	CS.269	33.5	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	9.758483	1.24285	0	50.25	0	0
21401120.0	CS.288	85.05	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	24.7748949	3.155355	0	127.575	0	0
21401120.0	CS.292	33.5	Beef_roast_lean_only_eaten_prime_rib_rib_roast_	21401120	0	9.758483	1.24285	0	50.25	0	0
